STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
01,081,041104,2,927,+32.676206,-085.431119
01,081,041104,3,1453,+32.656058,-085.413048
01,081,041200,1,1672,+32.670188,-085.376709
01,081,041200,2,709,+32.660872,-085.382723
01,081,041200,3,633,+32.680687,-085.366020
01,081,041200,4,1972,+32.679942,-085.390640
01,081,041300,1,1572,+32.653671,-085.389582
01,081,041300,2,689,+32.643872,-085.390582
01,081,041300,3,1092,+32.642250,-085.402189
01,081,041400,1,597,+32.638885,-085.381316
01,081,041400,2,777,+32.635383,-085.380289
01,081,041400,3,860,+32.630562,-085.380910
01,081,041400,4,1154,+32.628604,-085.392627
01,081,041600,1,879,+32.649527,-085.373130
01,081,041600,2,759,+32.658469,-085.365693
01,081,041600,3,1935,+32.654192,-085.356947
01,081,041701,1,3293,+32.605732,-085.385716
01,081,041702,1,850,+32.569648,-085.331885
01,081,041702,2,404,+32.606604,-085.369181
01,081,041702,3,1615,+32.593197,-085.355619
01,081,041703,1,2417,+32.675030,-085.332323
01,081,041703,2,1011,+32.594943,-085.323718
01,081,041703,3,1686,+32.623638,-085.342780
01,081,041801,1,969,+32.710174,-085.277281
01,081,041801,2,1649,+32.634476,-085.276304
01,081,041802,1,506,+32.725755,-085.218554
01,081,041802,2,692,+32.735144,-085.234896
01,081,041802,3,1566,+32.706293,-085.240334
01,081,041803,1,539,+32.699376,-085.171443
01,081,041803,2,998,+32.729437,-085.180607
01,081,041803,3,1112,+32.716272,-085.134269
01,081,041901,1,843,+32.661651,-085.119982
01,081,041901,2,1456,+32.568703,-085.085950
01,081,041902,1,873,+32.525812,-085.146918
01,081,041902,2,1141,+32.571542,-085.194221
01,081,041902,3,1499,+32.552091,-085.133560
01,081,041903,1,516,+32.674206,-085.171433
01,081,041903,2,707,+32.609246,-085.197968
01,081,041903,3,2362,+32.598614,-085.143164
01,081,042002,1,2858,+32.520418,-085.021133
01,081,042002,2,2396,+32.516659,-085.035929
01,081,042002,3,1196,+32.527314,-085.080001
01,081,042002,4,2433,+32.528619,-085.061575
01,081,042003,1,711,+32.477823,-085.122046
01,081,042003,2,910,+32.493132,-085.122528
01,081,042003,3,1886,+32.488708,-085.152302
01,081,042005,1,1399,+32.508867,-085.136021
01,081,042005,2,942,+32.518384,-085.119340
01,081,042005,3,544,+32.505590,-085.115127
01,081,042005,4,1333,+32.503037,-085.096346
01,081,042006,1,901,+32.535164,-085.111496
01,081,042006,2,926,+32.519329,-085.083169
01,081,042007,1,3123,+32.488674,-085.103430
01,081,042008,1,1783,+32.490554,-085.072583
01,081,042008,2,2611,+32.477822,-085.076910
01,081,042008,3,1567,+32.480035,-085.090504
01,081,042009,1,1642,+32.502026,-085.074960
01,081,042101,1,1457,+32.534995,-085.423795
01,081,042101,2,1498,+32.481254,-085.395051
01,081,042101,3,1038,+32.481193,-085.358028
01,081,042103,1,1171,+32.512594,-085.208959
01,081,042103,2,1195,+32.485356,-085.214027
01,081,042104,1,2263,+32.498864,-085.303986
01,081,042104,2,552,+32.554317,-085.463279
01,081,042104,3,1944,+32.540571,-085.331176
01,081,042104,4,1487,+32.568714,-085.424927
01,083,020101,1,982,+34.878116,-086.814086
01,083,020101,2,1227,+34.880952,-086.852400
01,083,020101,3,2243,+34.853867,-086.907017
01,083,020103,1,1611,+34.973670,-086.833372
01,083,020103,2,1504,+34.984600,-086.843400
01,083,020104,1,2614,+34.934174,-086.818383
01,083,020104,2,1423,+34.931319,-086.870376
01,083,020201,1,2360,+34.846890,-086.963231
01,083,020201,2,823,+34.862006,-086.994014
01,083,020201,3,1860,+34.865026,-087.039164
01,083,020202,1,1667,+34.910630,-087.015050
01,083,020202,2,2039,+34.951629,-086.942921
01,083,020202,3,1513,+34.912346,-086.927103
01,083,020300,1,1802,+34.955763,-087.120857
01,083,020300,2,1256,+34.902866,-087.162122
01,083,020300,3,742,+34.847690,-087.160045
01,083,020402,1,1528,+34.826596,-087.034854
01,083,020402,2,2284,+34.780465,-087.070766
01,083,020402,3,1986,+34.793642,-087.010093
01,083,020403,1,2210,+34.846178,-087.076721
01,083,020403,2,1024,+34.812210,-087.158806
01,083,020404,1,1455,+34.757621,-087.118815
01,083,020404,2,1592,+34.779760,-087.189478
01,083,020500,1,2129,+34.803094,-086.993622
01,083,020500,2,928,+34.798306,-086.983438
01,083,020600,1,2154,+34.817852,-086.983206
01,083,020600,2,2238,+34.810198,-086.977323
01,083,020700,1,1129,+34.809743,-086.963624
01,083,020700,2,1453,+34.818086,-086.946698
01,083,020803,1,2838,+34.783416,-086.826815
01,083,020803,2,3261,+34.781048,-086.790938
01,083,020804,1,2373,+34.780173,-086.850469
01,083,020804,2,3055,+34.780401,-086.887743
01,083,020805,1,1754,+34.822003,-086.830069
01,083,020805,2,3556,+34.816213,-086.813493
01,083,020806,1,2069,+34.820252,-086.868239
01,083,020806,2,1875,+34.803398,-086.918235
01,083,020900,1,2493,+34.787153,-086.941901
01,083,020900,2,1800,+34.796919,-086.963102
01,083,021000,1,1516,+34.781903,-086.986826
01,083,021000,2,870,+34.794914,-086.977354
01,083,021101,1,1287,+34.698904,-086.997839
01,083,021101,2,2121,+34.728787,-087.008674
01,083,021102,1,1782,+34.759730,-086.978601
01,083,021102,2,2117,+34.765543,-086.922307
01,083,021201,1,2999,+34.737774,-086.795946
01,083,021201,2,2665,+34.714561,-086.791174
01,083,021201,3,3069,+34.710134,-086.805905
01,083,021202,1,2587,+34.719666,-086.843697
01,083,021202,2,3873,+34.749171,-086.873908
01,083,021203,1,3620,+34.688068,-086.797572
01,083,021203,2,2214,+34.613912,-086.844693
01,085,780800,1,1007,+32.237378,-086.539724
01,085,780800,2,1167,+32.172026,-086.569396
01,085,780800,3,1185,+32.201568,-086.456277
01,085,781000,1,998,+32.324521,-086.653458
01,085,781000,2,1014,+32.222217,-086.758630
01,085,781000,3,698,+32.291699,-086.736894
01,085,781100,1,1132,+32.167184,-086.679510
01,085,781100,2,403,+32.066109,-086.811879
01,085,781200,1,1014,+31.985707,-086.539607
01,085,781200,2,1272,+32.030411,-086.571601
01,085,781200,3,421,+32.052128,-086.684966
01,087,231400,1,1342,+32.446875,-085.522428
01,087,231500,1,905,+32.524491,-085.630862
01,087,231500,2,982,+32.543102,-085.759741
01,087,231500,3,1167,+32.546332,-085.698331
01,087,231601,1,1132,+32.420557,-085.782437
01,087,231602,1,575,+32.391873,-085.743837
01,087,231602,2,1027,+32.400482,-085.704467
01,087,231603,1,1112,+32.459083,-085.740464
01,087,231700,1,2191,+32.430964,-085.705973
01,087,231800,1,693,+32.435611,-085.680269
01,087,231800,2,396,+32.445358,-085.682403
01,087,231900,1,621,+32.420623,-085.724937
01,087,231900,2,1036,+32.415904,-085.705945
01,087,232000,1,865,+32.429848,-085.693957
01,087,232000,2,718,+32.418901,-085.682856
01,087,232100,1,887,+32.414148,-085.721844
01,087,232100,2,666,+32.401489,-085.716626
01,087,232200,1,883,+32.394525,-085.954165
01,087,232200,2,1001,+32.341464,-085.872088
01,087,232300,1,824,+32.311767,-085.549784
01,087,232300,2,509,+32.281380,-085.711275
01,089,000203,1,758,+34.773537,-086.568799
01,089,000203,2,3042,+34.781791,-086.569983
01,089,000203,3,1784,+34.766848,-086.580032
01,089,000301,1,1439,+34.780763,-086.587637
01,089,000301,2,1064,+34.779217,-086.596227
01,089,000301,3,1462,+34.788855,-086.588718
01,089,000302,1,2303,+34.786800,-086.607110
01,089,000302,2,1277,+34.774713,-086.607467
01,089,000403,1,2159,+34.799856,-086.609370
01,089,000403,2,883,+34.796093,-086.635305
01,089,000403,3,1737,+34.805346,-086.590787
01,089,000501,1,1227,+34.775328,-086.635535
01,089,000501,2,682,+34.773085,-086.624355
01,089,000502,1,1239,+34.767612,-086.639404
01,089,000502,2,1052,+34.767689,-086.626993
01,089,000503,1,785,+34.762076,-086.634392
01,089,000503,2,982,+34.764569,-086.619392
01,089,000601,1,866,+34.752075,-086.637215
01,089,000601,2,665,+34.756165,-086.630312
01,089,000602,1,1143,+34.753738,-086.615487
01,089,000602,2,986,+34.755599,-086.622641
01,089,000701,1,1172,+34.766458,-086.592016
01,089,000701,2,967,+34.768525,-086.604636
01,089,000701,3,1028,+34.765193,-086.611215
01,089,000702,1,1564,+34.757262,-086.605097
01,089,000702,2,1201,+34.752080,-086.601434
01,089,000901,1,1189,+34.755780,-086.551225
01,089,000901,2,997,+34.753913,-086.559627
01,089,000901,3,1094,+34.753819,-086.569913
01,089,000901,4,1242,+34.763668,-086.529621
01,089,000902,1,1175,+34.741391,-086.557223
01,089,000902,2,848,+34.746127,-086.558795
01,089,001000,1,1517,+34.738662,-086.570647
01,089,001000,2,1461,+34.745044,-086.572637
01,089,001200,1,939,+34.733336,-086.605597
01,089,001200,2,499,+34.723045,-086.597251
01,089,001200,3,1449,+34.739602,-086.612099
01,089,001301,1,1358,+34.741104,-086.643838
01,089,001301,2,1414,+34.744401,-086.638302
01,089,001301,3,802,+34.736975,-086.635911
01,089,001302,1,1968,+34.742149,-086.621015
01,089,001401,1,2347,+34.740364,-086.704290
01,089,001403,1,1528,+34.725928,-086.690699
01,089,001403,2,1125,+34.735552,-086.682949
01,089,001404,1,818,+34.716201,-086.661511
01,089,001404,2,933,+34.711824,-086.665002
01,089,001404,3,1326,+34.720670,-086.664552
01,089,001500,1,1552,+34.731414,-086.619185
01,089,001500,2,1746,+34.731834,-086.637084
01,089,001500,3,1870,+34.724763,-086.636197
01,089,001500,4,727,+34.725612,-086.619296
01,089,001700,1,802,+34.731245,-086.567881
01,089,001700,2,1118,+34.723115,-086.568253
01,089,001801,1,2035,+34.725674,-086.548745
01,089,001801,2,910,+34.727913,-086.558856
01,089,001801,3,857,+34.737481,-086.527185
01,089,001901,1,955,+34.712293,-086.570253
01,089,001901,2,1221,+34.707054,-086.542019
01,089,001901,3,1313,+34.711783,-086.558259
01,089,001902,1,2278,+34.682872,-086.539037
01,089,001903,1,2419,+34.687534,-086.561241
01,089,002000,1,750,+34.716291,-086.584370
01,089,002000,2,1475,+34.708739,-086.578180
01,089,002100,1,936,+34.722225,-086.603087
01,089,002100,2,1163,+34.715906,-086.600453
01,089,002100,3,1083,+34.715894,-086.616056
01,089,002200,1,1529,+34.715299,-086.632896
01,089,002200,2,632,+34.716930,-086.622716
01,089,002300,1,1427,+34.706776,-086.613284
01,089,002300,2,1452,+34.701495,-086.623955
01,089,002300,3,1022,+34.701153,-086.613917
01,089,002300,4,1608,+34.708968,-086.621205
01,089,002400,1,1346,+34.694450,-086.623688
01,089,002400,2,1224,+34.688929,-086.617436
01,089,002400,3,1037,+34.687689,-086.625611
01,089,002400,4,1457,+34.694912,-086.614807
01,089,002501,1,1223,+34.706124,-086.604364
01,089,002501,2,869,+34.695980,-086.600612
01,089,002501,3,1118,+34.693997,-086.605307
01,089,002502,1,1005,+34.684504,-086.606228
01,089,002502,2,1157,+34.681088,-086.586234
01,089,002502,3,1177,+34.677439,-086.582194
01,089,002600,1,1197,+34.695888,-086.575371
01,089,002600,2,928,+34.701801,-086.575486
01,089,002600,3,1910,+34.684608,-086.573904
01,089,002701,1,1418,+34.665193,-086.562800
01,089,002701,2,1312,+34.653107,-086.562745
01,089,002721,1,1961,+34.665184,-086.547114
01,089,002721,2,2081,+34.651940,-086.547030
01,089,002722,1,1121,+34.651272,-086.531269
01,089,002722,2,2008,+34.661717,-086.532512
01,089,002801,1,1554,+34.663172,-086.576527
01,089,002801,2,1829,+34.648224,-086.575794
01,089,002801,3,1759,+34.670238,-086.579992
01,089,002803,1,2400,+34.600603,-086.574497
01,089,002803,2,2857,+34.606265,-086.582288
01,089,002804,1,629,+34.620847,-086.573263
01,089,002804,2,2091,+34.626853,-086.576693
01,089,002911,1,2020,+34.634291,-086.546764
01,089,002911,2,1139,+34.635103,-086.560562
01,089,002911,3,1330,+34.642860,-086.558348
01,089,002912,1,1432,+34.640739,-086.531308
01,089,002912,2,1016,+34.633364,-086.530338
01,089,002922,1,1212,+34.611133,-086.541214
01,089,002922,2,2152,+34.612430,-086.531892
01,089,002922,3,846,+34.623269,-086.534268
01,089,002923,1,1161,+34.619021,-086.546580
01,089,002923,2,784,+34.621073,-086.553794
01,089,002923,3,1633,+34.621085,-086.562825
01,089,002924,1,945,+34.602888,-086.558894
01,089,002924,2,2130,+34.608163,-086.552933
01,089,003000,1,1000,+34.748702,-086.592763
01,089,003000,2,1837,+34.753728,-086.583292
01,089,003100,1,1830,+34.731709,-086.582886
01,089,003100,2,1002,+34.734272,-086.587606
01,089,003100,3,867,+34.724542,-086.581415
01,089,010101,1,2065,+34.891407,-086.447153
01,089,010101,2,1274,+34.870410,-086.377311
01,089,010101,3,1636,+34.952554,-086.432905
01,089,010102,1,2663,+34.846995,-086.473161
01,089,010102,2,2823,+34.825654,-086.463287
01,089,010200,1,2037,+34.761459,-086.393658
01,089,010200,2,2581,+34.783941,-086.444281
01,089,010200,3,1423,+34.821161,-086.441814
01,089,010302,1,1808,+34.964820,-086.513294
01,089,010302,2,2581,+34.910012,-086.501580
01,089,010303,1,1246,+34.953948,-086.588760
01,089,010303,2,2325,+34.970026,-086.601807
01,089,010304,1,1351,+34.934534,-086.551219
01,089,010304,2,1148,+34.934541,-086.620953
01,089,010304,3,1718,+34.929674,-086.584568
01,089,010304,4,1534,+34.920956,-086.563419
01,089,010403,1,1299,+34.925228,-086.678091
01,089,010403,2,1797,+34.939424,-086.681845
01,089,010404,1,1318,+34.971951,-086.735069
01,089,010404,2,1716,+34.965831,-086.666553
01,089,010405,1,1740,+34.891604,-086.671059
01,089,010405,2,1933,+34.921393,-086.713566
01,089,010406,1,1345,+34.943092,-086.765717
01,089,010406,2,1642,+34.899982,-086.769041
01,089,010502,1,2524,+34.856744,-086.705710
01,089,010502,2,1478,+34.841965,-086.679224
01,089,010503,1,1916,+34.818745,-086.758952
01,089,010503,2,1251,+34.869916,-086.765397
01,089,010503,3,1148,+34.817144,-086.777696
01,089,010503,4,2027,+34.845810,-086.759335
01,089,010504,1,2977,+34.842088,-086.732108
01,089,010504,2,1390,+34.820817,-086.726801
01,089,010504,3,955,+34.866462,-086.734647
01,089,010504,4,1184,+34.814417,-086.733690
01,089,010504,5,1064,+34.824332,-086.706541
01,089,010612,1,1338,+34.762594,-086.722782
01,089,010612,2,3471,+34.764079,-086.775386
01,089,010612,3,2330,+34.763384,-086.749104
01,089,010623,1,2011,+34.800735,-086.733842
01,089,010623,2,2779,+34.783346,-086.738556
01,089,010623,3,2586,+34.790393,-086.723909
01,089,010625,1,1942,+34.741578,-086.649589
01,089,010625,2,2254,+34.752497,-086.660255
01,089,010625,3,638,+34.747226,-086.648831
01,089,010626,1,775,+34.764374,-086.661906
01,089,010626,2,1210,+34.773307,-086.678197
01,089,010626,3,1599,+34.767463,-086.685047
01,089,010627,1,1655,+34.756783,-086.691932
01,089,010627,2,1186,+34.749905,-086.680565
01,089,010627,3,1661,+34.757817,-086.704824
01,089,010628,1,1253,+34.779114,-086.779323
01,089,010628,2,2088,+34.792207,-086.778530
01,089,010629,1,2556,+34.784653,-086.761478
01,089,010629,2,2580,+34.801030,-086.759450
01,089,010630,1,1106,+34.771370,-086.694303
01,089,010630,2,2089,+34.780473,-086.698150
01,089,010631,1,2132,+34.802330,-086.680364
01,089,010631,2,2650,+34.799001,-086.701994
01,089,010703,1,1396,+34.883905,-086.594203
01,089,010703,2,3262,+34.872746,-086.543461
01,089,010704,1,2107,+34.866211,-086.590904
01,089,010704,2,1862,+34.850766,-086.577372
01,089,010704,3,2195,+34.851945,-086.599542
01,089,010705,1,1306,+34.816752,-086.547799
01,089,010705,2,1942,+34.816852,-086.564555
01,089,010706,1,1044,+34.841144,-086.527729
01,089,010706,2,1473,+34.821554,-086.524718
01,089,010706,3,2277,+34.820521,-086.510627
01,089,010801,1,2610,+34.796534,-086.514035
01,089,010801,2,1961,+34.799825,-086.487801
01,089,010801,3,1120,+34.811667,-086.487372
01,089,010802,1,1308,+34.766956,-086.460141
01,089,010802,2,2481,+34.778336,-086.491860
01,089,010802,3,1737,+34.734402,-086.501199
01,089,010902,1,1224,+34.697377,-086.381519
01,089,010902,2,762,+34.667050,-086.380933
01,089,010902,3,1095,+34.642519,-086.405966
01,089,010903,1,1439,+34.678128,-086.502979
01,089,010903,2,1738,+34.633698,-086.499827
01,089,010903,3,3405,+34.641608,-086.490738
01,089,010904,1,2900,+34.634279,-086.483804
01,089,010904,2,1728,+34.687427,-086.440178
01,089,010905,1,2171,+34.705512,-086.445916
01,089,010905,2,2501,+34.676350,-086.458432
01,089,010905,3,3541,+34.672908,-086.481762
01,089,011012,1,2100,+34.730201,-086.717271
01,089,011012,2,2238,+34.733942,-086.735006
01,089,011012,3,1702,+34.749145,-086.727579
01,089,011013,1,1269,+34.713977,-086.736444
01,089,011013,2,2188,+34.714548,-086.716248
01,089,011013,3,1503,+34.709748,-086.723707
01,089,011021,1,1767,+34.687608,-086.757735
01,089,011021,2,2155,+34.694968,-086.769239
01,089,011021,3,1375,+34.681426,-086.757337
01,089,011023,1,1262,+34.747165,-086.758608
01,089,011023,2,1776,+34.739795,-086.745816
01,089,011023,3,3075,+34.736869,-086.758459
01,089,011024,1,2200,+34.738069,-086.780700
01,089,011024,2,2609,+34.728754,-086.772194
01,089,011025,1,1022,+34.716053,-086.746176
01,089,011025,2,1574,+34.724506,-086.752204
01,089,011025,3,1297,+34.724018,-086.760829
01,089,011025,4,2945,+34.712976,-086.758637
01,089,011026,1,1836,+34.702854,-086.761119
01,089,011026,2,1999,+34.709790,-086.779758
01,089,011027,1,1496,+34.704298,-086.711909
01,089,011027,2,1609,+34.702846,-086.736083
01,089,011028,1,1700,+34.696850,-086.723738
01,089,011028,2,898,+34.692916,-086.721236
01,089,011028,3,1475,+34.688854,-086.735923
01,089,011100,1,174,+34.687049,-086.649049
01,089,011100,2,691,+34.703074,-086.644185
01,089,011201,1,2104,+34.621878,-086.732124
01,089,011201,2,3455,+34.640403,-086.728401
01,089,011202,1,1765,+34.664402,-086.719668
01,089,011202,2,1523,+34.653034,-086.725563
01,089,011202,3,1549,+34.663892,-086.732891
01,089,011203,1,1218,+34.617339,-086.746872
01,089,011203,2,2938,+34.595847,-086.744466
01,089,011203,3,1324,+34.676943,-086.725628
01,089,011301,1,1981,+34.601936,-086.429939
01,089,011301,2,2036,+34.573838,-086.445999
01,089,011302,1,1630,+34.591020,-086.526803
01,089,011302,2,1310,+34.542088,-086.487430
01,089,011302,3,2171,+34.607851,-086.489235
01,089,011400,1,704,+34.575055,-086.373927
01,089,011400,2,956,+34.529460,-086.428595
01,089,011400,3,1359,+34.541902,-086.365069
01,089,011400,4,1424,+34.543802,-086.413529
01,091,972901,1,1041,+32.512121,-087.833346
01,091,972901,2,578,+32.520648,-087.834919
01,091,972902,1,1088,+32.480002,-087.781106
01,091,972902,2,1026,+32.507125,-087.827757
01,091,972902,3,1230,+32.497376,-087.813779
01,091,973001,1,1338,+32.270483,-087.780756
01,091,973002,1,787,+32.385970,-087.765361
01,091,973002,2,642,+32.308666,-087.804115
01,091,973002,3,486,+32.307456,-087.790083
01,091,973002,4,462,+32.236071,-087.902187
01,091,973002,5,452,+32.353815,-087.735667
01,091,973100,1,626,+32.428819,-087.611683
01,091,973100,2,501,+32.196573,-087.597358
01,091,973100,3,590,+32.285409,-087.590945
01,091,973200,1,878,+32.054412,-087.683732
01,091,973200,2,821,+32.070050,-087.809469
01,091,973200,3,697,+32.083454,-087.752036
01,091,973300,1,505,+32.014706,-087.964604
01,091,973300,2,801,+32.090098,-087.856935
01,091,973300,3,612,+32.109686,-087.951785
01,091,973400,1,1475,+32.505949,-087.846279
01,091,973400,2,767,+32.498969,-087.871866
01,091,973400,3,774,+32.407846,-087.894116
01,091,973400,4,518,+32.479312,-087.862127
01,091,973400,5,628,+32.488209,-087.872064
01,093,964001,1,1415,+34.272527,-087.674981
01,093,964001,2,685,+34.279237,-087.734162
01,093,964001,3,1098,+34.227512,-087.666119
01,093,964002,1,697,+34.199924,-087.718512
01,093,964002,2,726,+34.154375,-087.703737
01,093,964100,1,871,+34.283938,-087.832211
01,093,964100,2,569,+34.277765,-087.939370
01,093,964100,3,1169,+34.253118,-087.840559
01,093,964200,1,1370,+34.220295,-088.098863
01,093,964300,1,788,+34.140241,-087.982089
01,093,964300,2,1288,+34.165769,-088.022786
01,093,964300,3,735,+34.163302,-087.990544
01,093,964300,4,786,+34.208491,-087.957421
01,093,964300,5,905,+34.170788,-087.902695
01,093,964401,1,2093,+34.119081,-087.947610
01,093,964401,2,1620,+34.131989,-088.002790
01,093,964402,1,1130,+34.147270,-088.037060
01,093,964402,2,775,+34.091625,-088.086323
01,093,964500,1,621,+34.074517,-087.700814
01,093,964500,2,659,+34.044078,-087.790729
01,093,964500,3,674,+34.008434,-087.753853
01,093,964600,1,1456,+33.990349,-087.896079
01,093,964600,2,944,+33.974073,-087.925269
01,093,964600,3,665,+33.944851,-087.894136
01,093,964701,1,897,+33.942756,-087.747580
01,093,964701,2,592,+33.940644,-087.796221
01,093,964701,3,968,+33.926265,-087.812517
01,093,964702,1,1420,+33.952190,-087.813956
01,093,964702,2,1725,+33.951569,-087.832824
01,095,030101,1,613,+34.358813,-086.172589
01,095,030101,2,876,+34.349745,-086.140306
01,095,030102,1,795,+34.400033,-086.140835
01,095,030102,2,602,+34.466501,-086.159238
01,095,030203,1,2193,+34.541921,-086.231303
01,095,030203,2,1820,+34.543446,-086.180332
01,095,030204,1,1042,+34.491575,-086.246091
01,095,030204,2,781,+34.470312,-086.232696
01,095,030205,1,1250,+34.522509,-086.299110
01,095,030206,1,1427,+34.479760,-086.327009
01,095,030206,2,977,+34.445591,-086.331703
01,095,030206,3,1328,+34.408621,-086.263553
01,095,030301,1,1241,+34.435205,-086.528469
01,095,030301,2,934,+34.424600,-086.555740
01,095,030302,1,615,+34.456375,-086.517279
01,095,030302,2,1016,+34.356862,-086.372021
01,095,030302,3,1777,+34.393634,-086.384170
01,095,030302,4,955,+34.397306,-086.466959
01,095,030401,1,1282,+34.318502,-086.511150
01,095,030401,2,981,+34.330868,-086.549759
01,095,030401,3,1551,+34.330083,-086.507409
01,095,030401,4,1003,+34.310148,-086.530597
01,095,030402,1,1517,+34.374046,-086.513744
01,095,030402,2,1421,+34.348188,-086.495486
01,095,030402,3,564,+34.357364,-086.547875
01,095,030501,1,1308,+34.354857,-086.457305
01,095,030501,2,1474,+34.329201,-086.480612
01,095,030502,1,1438,+34.356698,-086.427221
01,095,030502,2,853,+34.316257,-086.475982
01,095,030502,3,1145,+34.313777,-086.421567
01,095,030502,4,1432,+34.305947,-086.483871
01,095,030601,1,960,+34.313019,-086.319908
01,095,030601,2,1967,+34.280777,-086.329254
01,095,030602,1,989,+34.345492,-086.312100
01,095,030602,2,1144,+34.325084,-086.335874
01,095,030602,3,1882,+34.288666,-086.376352
01,095,030701,1,1640,+34.294275,-086.259651
01,095,030701,2,801,+34.308167,-086.287554
01,095,030701,3,1248,+34.327193,-086.293856
01,095,030702,1,993,+34.360264,-086.279930
01,095,030702,2,1345,+34.347938,-086.239232
01,095,030702,3,748,+34.353820,-086.304716
01,095,030702,4,907,+34.320900,-086.224349
01,095,030801,1,1131,+34.268094,-086.200504
01,095,030801,2,1214,+34.300061,-086.173905
01,095,030801,3,1118,+34.279037,-086.199369
01,095,030801,4,1674,+34.291111,-086.204230
01,095,030803,1,2377,+34.271984,-086.138984
01,095,030804,1,1451,+34.248984,-086.169049
01,095,030804,2,1608,+34.249522,-086.187615
01,095,030804,3,1400,+34.237153,-086.167363
01,095,030804,4,1273,+34.256822,-086.195633
01,095,030902,1,803,+34.257389,-086.207051
01,095,030902,2,2154,+34.244957,-086.223284
01,095,030902,3,1930,+34.236020,-086.199260
01,095,030903,1,2922,+34.267975,-086.218064
01,095,030903,2,858,+34.290988,-086.227218
01,095,030903,3,2200,+34.279393,-086.227192
01,095,030904,1,1792,+34.271435,-086.280732
01,095,030904,2,808,+34.248626,-086.236781
01,095,030904,3,2070,+34.246741,-086.273022
01,095,030904,4,1095,+34.262283,-086.227112
01,095,031001,1,1817,+34.185251,-086.315862
01,095,031001,2,1654,+34.153674,-086.304666
01,095,031002,1,703,+34.228545,-086.373931
01,095,031002,2,1932,+34.217342,-086.321301
01,095,031100,1,1633,+34.191977,-086.217219
01,095,031100,2,1584,+34.211885,-086.177304
01,095,031100,3,1035,+34.200649,-086.172146
01,095,031100,4,814,+34.192350,-086.170402
01,095,031200,1,1516,+34.213378,-086.163631
01,095,031200,2,2115,+34.220249,-086.139749
01,095,031200,3,1061,+34.197048,-086.133678
01,095,031200,4,1035,+34.199490,-086.157531
01,097,000200,1,666,+30.688035,-088.047813
01,097,000200,2,581,+30.693742,-088.049963
01,097,000401,1,45,+30.702212,-088.057905
01,097,000401,2,306,+30.695724,-088.058865
01,097,000401,3,396,+30.696435,-088.062679
01,097,000401,4,430,+30.700901,-088.060659
01,097,000402,1,872,+30.701056,-088.049561
01,097,000500,1,1154,+30.701934,-088.068173
01,097,000500,2,333,+30.696187,-088.066981
01,097,000600,1,613,+30.709328,-088.078661
01,097,000600,2,899,+30.714184,-088.076015
01,097,000701,1,797,+30.716795,-088.088998
01,097,000701,2,472,+30.712207,-088.086695
01,097,000701,3,514,+30.707674,-088.082327
01,097,000702,1,771,+30.723169,-088.091845
01,097,000702,2,542,+30.719818,-088.090675
01,097,000702,3,725,+30.719741,-088.099168
01,097,000801,1,994,+30.699521,-088.088009
01,097,000801,2,1081,+30.705793,-088.094414
01,097,000801,3,749,+30.713485,-088.098481
01,097,000802,1,489,+30.703824,-088.087478
01,097,000802,2,799,+30.708931,-088.089430
01,097,000901,1,892,+30.690214,-088.076178
01,097,000901,2,651,+30.689607,-088.068567
01,097,000902,1,746,+30.684069,-088.070280
01,097,000902,2,1168,+30.683076,-088.077651
01,097,000903,1,1454,+30.677403,-088.073060
01,097,001001,1,607,+30.689666,-088.061852
01,097,001001,2,906,+30.684905,-088.059443
01,097,001002,1,630,+30.676323,-088.059418
01,097,001002,2,1147,+30.680616,-088.060466
01,097,001100,1,574,+30.681947,-088.048353
01,097,001100,2,663,+30.674848,-088.048852
01,097,001100,3,904,+30.677771,-088.052037
01,097,001200,1,1827,+30.692772,-088.048160
01,097,001200,2,620,+30.668477,-088.052564
01,097,001302,1,769,+30.668499,-088.059944
01,097,001302,2,867,+30.663958,-088.067729
01,097,001302,3,766,+30.663285,-088.061213
01,097,001400,1,680,+30.672255,-088.074377
01,097,001400,2,819,+30.665473,-088.081485
01,097,001400,3,391,+30.664567,-088.074074
01,097,001501,1,804,+30.659277,-088.076896
01,097,001501,2,338,+30.653148,-088.077768
01,097,001502,1,1040,+30.657514,-088.068583
01,097,001800,1,1100,+30.588887,-088.073024
01,097,001800,2,1240,+30.602952,-088.069242
01,097,001901,1,679,+30.598094,-088.084746
01,097,001901,2,1333,+30.588170,-088.091843
01,097,001902,1,1569,+30.606781,-088.084879
01,097,001902,2,948,+30.598546,-088.106347
01,097,001902,3,673,+30.605108,-088.100285
01,097,002000,1,676,+30.630771,-088.100125
01,097,002000,2,1125,+30.612648,-088.119079
01,097,002100,1,768,+30.654557,-088.109658
01,097,002100,2,1217,+30.643440,-088.108339
01,097,002100,3,1793,+30.636278,-088.112837
01,097,002200,1,818,+30.659593,-088.101855
01,097,002200,2,667,+30.638142,-088.101117
01,097,002200,3,993,+30.651132,-088.099469
01,097,002301,1,600,+30.643451,-088.093054
01,097,002301,2,1297,+30.654318,-088.091831
01,097,002302,1,903,+30.646405,-088.085761
01,097,002302,2,681,+30.656937,-088.084690
01,097,002400,1,920,+30.671219,-088.084473
01,097,002400,2,1159,+30.670398,-088.090666
