STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
01,049,960900,4,984,+34.424228,-085.745434
01,049,961000,1,700,+34.438680,-085.716507
01,049,961000,2,1709,+34.413807,-085.697833
01,049,961000,3,1541,+34.349768,-085.703581
01,049,961100,1,1192,+34.445865,-085.723239
01,049,961100,2,1150,+34.459342,-085.711453
01,049,961100,3,994,+34.461174,-085.757719
01,049,961200,1,1209,+34.493578,-085.704647
01,049,961200,2,1216,+34.515889,-085.674773
01,049,961300,1,2301,+34.482356,-085.676559
01,049,961300,2,668,+34.455365,-085.702941
01,049,961300,3,1156,+34.447226,-085.712550
01,049,961300,4,916,+34.462681,-085.637058
01,049,961300,5,940,+34.439250,-085.654966
01,049,961400,1,1491,+34.593841,-085.578943
01,049,961400,2,1737,+34.586182,-085.635282
01,049,961400,3,988,+34.539321,-085.569170
01,051,030101,1,2377,+32.643068,-086.316575
01,051,030101,2,1334,+32.692126,-086.370008
01,051,030102,1,2353,+32.604426,-086.306684
01,051,030103,1,5534,+32.585612,-086.345094
01,051,030200,1,844,+32.696054,-086.267737
01,051,030200,2,1461,+32.671842,-086.296013
01,051,030200,3,1270,+32.694247,-086.178935
01,051,030200,4,1395,+32.693083,-086.116977
01,051,030300,1,1404,+32.684601,-085.955273
01,051,030300,2,1362,+32.727036,-085.995372
01,051,030401,1,1183,+32.519133,-085.908772
01,051,030401,2,2149,+32.512899,-086.012773
01,051,030402,1,1077,+32.589715,-085.915495
01,051,030402,2,1182,+32.575484,-085.933271
01,051,030402,3,1576,+32.555409,-085.941850
01,051,030402,4,922,+32.544355,-085.905190
01,051,030500,1,1520,+32.658721,-086.026743
01,051,030500,2,2074,+32.608292,-086.013727
01,051,030500,3,1678,+32.628397,-086.075258
01,051,030600,1,1470,+32.573246,-086.176754
01,051,030600,2,2719,+32.580643,-086.209371
01,051,030600,3,1993,+32.619356,-086.186448
01,051,030600,4,1250,+32.598447,-086.120586
01,051,030701,1,2182,+32.473812,-086.156087
01,051,030701,2,3691,+32.463798,-086.096665
01,051,030701,3,2518,+32.467072,-086.121999
01,051,030702,1,1068,+32.490660,-086.199454
01,051,030702,2,1439,+32.540801,-086.110039
01,051,030702,3,1566,+32.517533,-086.173686
01,051,030801,1,909,+32.523588,-086.209923
01,051,030801,2,1346,+32.543213,-086.213107
01,051,030802,1,3040,+32.549405,-086.231943
01,051,030802,2,1277,+32.596332,-086.266604
01,051,030901,1,1190,+32.546015,-086.379464
01,051,030901,2,1974,+32.529646,-086.379664
01,051,030901,3,2110,+32.569366,-086.393469
01,051,030901,4,1588,+32.552179,-086.401524
01,051,030902,1,1241,+32.550972,-086.326134
01,051,030902,2,1183,+32.560951,-086.308769
01,051,030902,3,1696,+32.534676,-086.356802
01,051,031001,1,2712,+32.499452,-086.381274
01,051,031001,2,1305,+32.482796,-086.378444
01,051,031002,1,2075,+32.522066,-086.377611
01,051,031002,2,1535,+32.508357,-086.403273
01,051,031100,1,930,+32.494107,-086.357772
01,051,031100,2,2337,+32.508498,-086.360042
01,051,031100,3,1000,+32.523614,-086.350140
01,051,031200,1,644,+32.505218,-086.314258
01,051,031200,2,1137,+32.502363,-086.339370
01,051,031300,1,1898,+32.450628,-086.406857
01,051,031300,2,1042,+32.462608,-086.369988
01,051,031300,3,1217,+32.467610,-086.354488
01,053,969801,1,1453,+31.042548,-086.972505
01,053,969802,1,861,+31.157319,-086.895080
01,053,969802,2,786,+31.084706,-087.065077
01,053,969802,3,1648,+31.098124,-087.031789
01,053,969802,4,804,+31.087140,-087.051300
01,053,969900,1,1424,+31.189171,-087.140198
01,053,969900,2,1277,+31.100933,-087.094705
01,053,969900,3,1698,+31.058760,-087.169785
01,053,970100,1,1242,+31.199778,-087.061185
01,053,970100,2,1985,+31.136850,-087.072263
01,053,970100,3,1373,+31.140052,-087.057535
01,053,970200,1,637,+31.124740,-087.059868
01,053,970200,2,941,+31.112584,-087.069423
01,053,970300,1,1495,+31.056921,-087.243674
01,053,970300,2,1319,+31.005549,-087.284278
01,053,970300,3,934,+31.078585,-087.294184
01,053,970400,1,592,+31.211504,-087.401046
01,053,970400,2,1674,+31.152431,-087.460932
01,053,970400,3,1227,+31.133221,-087.524532
01,053,970400,4,1018,+31.120008,-087.566007
01,053,970500,1,1530,+31.080925,-087.477960
01,053,970500,2,1009,+31.045111,-087.548776
01,053,970500,3,812,+31.031356,-087.504184
01,053,970500,4,1625,+31.010796,-087.525989
01,053,970600,1,1620,+31.051059,-087.440391
01,053,970600,2,480,+31.035357,-087.485293
01,053,970600,3,494,+31.034919,-087.491598
01,053,970600,4,1113,+31.030089,-087.482754
01,053,970700,1,1403,+31.010970,-087.458919
01,053,970700,2,641,+31.021215,-087.482124
01,053,970700,3,695,+31.016793,-087.491288
01,053,970700,4,947,+31.014879,-087.480169
01,055,000200,1,899,+34.046300,-085.958580
01,055,000200,2,1328,+34.029227,-085.973429
01,055,000200,3,853,+34.031400,-085.985944
01,055,000300,1,601,+34.030555,-086.004318
01,055,000300,2,719,+34.020526,-086.006473
01,055,000300,3,1030,+34.025154,-086.016805
01,055,000400,1,840,+34.062558,-086.016723
01,055,000400,2,815,+34.048918,-086.015242
01,055,000400,3,810,+34.041979,-086.004126
01,055,000400,4,774,+34.036036,-086.020079
01,055,000400,5,708,+34.048883,-086.036355
01,055,000500,1,651,+34.031964,-086.041278
01,055,000500,2,1159,+34.026520,-086.051626
01,055,000600,1,499,+34.020957,-086.054515
01,055,000600,2,712,+34.014016,-086.059642
01,055,000600,3,602,+34.015355,-086.066068
01,055,000700,1,602,+34.025348,-086.042326
01,055,000700,2,532,+34.021523,-086.036326
01,055,000800,1,439,+34.021945,-086.023797
01,055,000800,2,471,+34.016342,-086.023078
01,055,000900,1,500,+34.016855,-086.037811
01,055,000900,2,648,+34.004574,-086.050817
01,055,000900,3,593,+33.994987,-086.029256
01,055,000900,4,765,+33.999552,-086.039062
01,055,001000,1,1208,+34.011263,-086.020435
01,055,001100,1,1494,+33.962915,-086.007000
01,055,001100,2,718,+33.977187,-086.017096
01,055,001100,3,1519,+33.962697,-086.027543
01,055,001100,4,1377,+33.948671,-085.982522
01,055,001200,1,782,+34.015130,-086.009626
01,055,001200,2,1456,+34.006859,-086.014140
01,055,001200,3,863,+33.999197,-086.009521
01,055,001300,1,368,+34.010377,-085.984737
01,055,001300,2,1068,+34.004229,-085.979055
01,055,001300,3,910,+34.002949,-085.993692
01,055,001600,1,1710,+33.986416,-085.976948
01,055,001600,2,764,+33.980768,-085.980168
01,055,001600,3,797,+33.987678,-085.987973
01,055,001700,1,626,+33.994004,-085.958922
01,055,001700,2,878,+33.973196,-085.954688
01,055,010100,1,1178,+34.062832,-086.066350
01,055,010100,2,855,+34.024295,-086.085968
01,055,010201,1,1074,+33.990492,-086.105653
01,055,010201,2,1025,+34.020260,-086.099670
01,055,010201,3,603,+34.012837,-086.083782
01,055,010202,1,1558,+33.986442,-086.118314
01,055,010202,2,1005,+34.005484,-086.119059
01,055,010300,1,964,+34.049513,-086.125270
01,055,010300,2,651,+34.012861,-086.152560
01,055,010300,3,1234,+33.989397,-086.188366
01,055,010401,1,709,+33.943434,-086.051647
01,055,010401,2,551,+33.955287,-086.047010
01,055,010401,3,1024,+33.975068,-086.042378
01,055,010401,4,1168,+33.964392,-086.037001
01,055,010402,1,2198,+33.961943,-086.061166
01,055,010402,2,802,+33.925751,-086.108024
01,055,010402,3,1292,+33.887423,-086.084000
01,055,010402,4,1856,+33.936377,-086.058087
01,055,010503,1,2228,+33.928224,-086.011729
01,055,010503,2,2132,+33.890336,-086.016287
01,055,010504,1,2502,+33.915242,-086.038811
01,055,010504,2,2244,+33.881225,-086.048725
01,055,010505,1,972,+33.961193,-085.927753
01,055,010505,2,1005,+33.956882,-085.905536
01,055,010505,3,840,+33.972674,-085.930117
01,055,010506,1,1145,+33.952565,-085.940009
01,055,010506,2,1199,+33.922894,-085.962582
01,055,010601,1,1921,+34.002824,-085.929463
01,055,010601,2,1284,+33.991999,-085.876726
01,055,010601,3,2395,+33.992384,-085.873144
01,055,010602,1,1218,+34.052257,-085.861217
01,055,010602,2,1779,+33.975877,-085.789297
01,055,010602,3,1007,+34.013689,-085.810910
01,055,010700,1,1926,+34.080576,-085.874134
01,055,010700,2,1663,+34.044633,-085.938621
01,055,010800,1,1207,+34.119866,-085.922708
01,055,010800,2,1584,+34.116555,-085.958600
01,055,010900,1,1789,+34.133141,-086.018512
01,055,011001,1,1361,+34.184184,-086.059028
01,055,011001,2,1576,+34.164388,-086.121394
01,055,011001,3,1723,+34.147621,-086.081816
01,055,011002,1,2232,+34.164696,-086.162294
01,055,011002,2,1364,+34.107920,-086.148217
01,055,011002,3,1201,+34.080903,-086.135818
01,055,011100,1,2001,+34.105695,-086.220563
01,055,011100,2,1765,+34.015477,-086.279384
01,055,011100,3,1635,+34.057996,-086.300836
01,055,011200,1,1332,+34.003018,-085.961830
01,055,011200,2,545,+33.999028,-085.971208
01,055,011200,3,826,+33.999587,-085.976579
01,057,020000,1,614,+33.801954,-087.617618
01,057,020000,2,887,+33.829420,-087.695285
01,057,020100,1,1327,+33.890635,-087.764310
01,057,020100,2,1372,+33.834461,-087.807375
01,057,020100,3,800,+33.853640,-087.888464
01,057,020200,1,1256,+33.715847,-087.825616
01,057,020200,2,702,+33.726118,-087.860006
01,057,020200,3,541,+33.689931,-087.834371
01,057,020200,4,1071,+33.669174,-087.878838
01,057,020200,5,547,+33.706849,-087.892101
01,057,020300,1,969,+33.699429,-087.820276
01,057,020300,2,722,+33.687879,-087.752386
01,057,020300,3,562,+33.618218,-087.799439
01,057,020300,4,563,+33.581161,-087.876256
01,057,020300,5,809,+33.671915,-087.841474
01,057,020400,1,996,+33.701632,-087.644044
01,057,020400,2,980,+33.651276,-087.612838
01,057,020400,3,840,+33.659364,-087.539064
01,057,020400,4,763,+33.599203,-087.681644
01,059,972900,1,484,+34.534727,-087.563256
01,059,972900,2,820,+34.517986,-087.624352
01,059,972900,3,1357,+34.501302,-087.702633
01,059,972900,4,1310,+34.536094,-087.682848
01,059,973000,1,1486,+34.542285,-087.717051
01,059,973000,2,1110,+34.513293,-087.721631
01,059,973000,3,1927,+34.502622,-087.727119
01,059,973000,4,1505,+34.516377,-087.729310
01,059,973100,1,1312,+34.532766,-087.849201
01,059,973100,2,1187,+34.444701,-087.824816
01,059,973200,1,1395,+34.526258,-087.741593
01,059,973200,2,1218,+34.511802,-087.745284
01,059,973200,3,1630,+34.492038,-087.749571
01,059,973300,1,1850,+34.459771,-087.652728
01,059,973300,2,1432,+34.451302,-087.727871
01,059,973400,1,631,+34.508612,-088.072236
01,059,973400,2,1040,+34.447128,-088.129957
01,059,973400,3,1011,+34.452102,-088.146145
01,059,973500,1,858,+34.455202,-088.023729
01,059,973500,2,1355,+34.427940,-088.138112
01,059,973600,1,663,+34.348315,-087.933544
01,059,973600,2,1081,+34.367494,-088.074002
01,059,973701,1,1418,+34.370317,-087.784615
01,059,973702,1,525,+34.353288,-087.719954
01,059,973702,2,432,+34.330957,-087.724974
01,059,973703,1,1407,+34.370909,-087.592136
01,059,973703,2,1669,+34.357696,-087.677678
01,061,050100,1,1484,+31.139781,-086.089161
01,061,050100,2,1464,+31.051150,-086.082900
01,061,050100,3,1200,+31.106606,-086.047923
01,061,050100,4,742,+31.118808,-086.050929
01,061,050200,1,1102,+31.162945,-085.927573
01,061,050200,2,989,+31.159592,-085.835505
01,061,050300,1,929,+31.039405,-085.924833
01,061,050300,2,1489,+31.065199,-085.887960
01,061,050300,3,546,+31.035866,-085.868337
01,061,050300,4,744,+31.044362,-085.884890
01,061,050300,5,826,+31.012445,-085.881635
01,061,050300,6,639,+31.040266,-085.875046
01,061,050400,1,1380,+31.104299,-085.755831
01,061,050400,2,1329,+31.113557,-085.682533
01,061,050400,3,950,+31.034616,-085.672905
01,061,050400,4,1148,+31.038889,-085.786449
01,061,050400,5,1197,+31.098505,-085.696747
01,061,050500,1,1158,+31.127553,-085.590983
01,061,050500,2,1114,+31.171589,-085.635042
01,061,050500,3,1205,+31.100273,-085.603894
01,061,050500,4,1022,+31.061375,-085.590318
01,061,050600,1,1415,+31.165565,-085.519505
01,061,050600,2,1201,+31.041435,-085.534185
01,061,050600,3,1386,+31.118864,-085.517534
01,063,060000,1,747,+33.046072,-087.931717
01,063,060000,2,619,+32.904336,-088.090461
01,063,060101,1,857,+32.843977,-087.906634
01,063,060101,2,1211,+32.823466,-087.893052
01,063,060102,1,487,+32.983003,-087.833128
01,063,060102,2,793,+32.834574,-087.873523
01,063,060102,3,817,+32.877314,-087.926047
01,063,060200,1,794,+32.779498,-088.032046
01,063,060200,2,450,+32.644965,-087.967330
01,063,060200,3,544,+32.673534,-087.864403
01,063,060200,4,411,+32.610696,-087.820429
01,065,040000,1,1581,+32.968590,-087.595468
01,065,040000,2,470,+32.987233,-087.653134
01,065,040000,3,1573,+32.987793,-087.626308
01,065,040100,1,708,+32.849595,-087.683926
01,065,040100,2,919,+32.900330,-087.709793
01,065,040200,1,1396,+32.775853,-087.536984
01,065,040300,1,710,+32.765216,-087.679536
01,065,040300,2,1236,+32.743331,-087.736472
01,065,040401,1,800,+32.635004,-087.643002
01,065,040401,2,1293,+32.689747,-087.610657
01,065,040401,3,1060,+32.699168,-087.577298
01,065,040402,1,861,+32.715566,-087.608261
01,065,040402,2,698,+32.711222,-087.586811
01,065,040500,1,761,+32.553072,-087.554682
01,065,040500,2,719,+32.532373,-087.696384
01,067,030100,1,916,+31.649333,-085.328441
01,067,030100,2,759,+31.524673,-085.323430
01,067,030200,1,891,+31.568455,-085.241233
01,067,030200,2,712,+31.562485,-085.273006
01,067,030200,3,929,+31.554090,-085.249469
01,067,030300,1,884,+31.734356,-085.155717
01,067,030300,2,1075,+31.660829,-085.136186
01,067,030300,3,1035,+31.556581,-085.153085
01,067,030400,1,1193,+31.446476,-085.320270
01,067,030400,2,603,+31.408482,-085.352101
01,067,030500,1,2170,+31.341893,-085.330421
01,067,030500,2,924,+31.362851,-085.345407
01,067,030500,3,2596,+31.343737,-085.342073
01,067,030500,4,940,+31.356586,-085.263563
01,067,030600,1,624,+31.451012,-085.160303
01,067,030600,2,895,+31.369517,-085.169277
01,069,040100,1,2310,+31.222174,-085.506147
01,069,040100,2,1806,+31.233973,-085.584231
01,069,040100,3,1800,+31.224206,-085.640584
01,069,040203,1,3289,+31.255075,-085.474158
01,069,040204,1,2284,+31.256129,-085.451669
01,069,040204,2,1703,+31.249206,-085.435902
01,069,040204,3,1897,+31.236424,-085.447020
01,069,040205,1,1746,+31.231179,-085.488782
01,069,040205,2,1592,+31.226094,-085.464475
01,069,040205,3,2394,+31.231150,-085.470631
01,069,040206,1,2059,+31.221230,-085.450090
01,069,040206,2,2538,+31.208308,-085.442267
01,069,040301,1,1739,+31.246254,-085.411683
01,069,040301,2,1247,+31.257972,-085.415788
01,069,040301,3,897,+31.264907,-085.411065
01,069,040302,1,1824,+31.276778,-085.438017
01,069,040302,2,2092,+31.265679,-085.427301
01,069,040400,1,915,+31.236637,-085.426193
01,069,040400,2,778,+31.234636,-085.417436
01,069,040400,3,869,+31.233115,-085.409592
01,069,040500,1,1106,+31.220134,-085.408804
01,069,040500,2,999,+31.223837,-085.423065
01,069,040500,3,1461,+31.215591,-085.423464
01,069,040600,1,561,+31.228852,-085.396194
01,069,040600,2,814,+31.224249,-085.402186
01,069,040600,3,610,+31.234072,-085.401908
01,069,040700,1,1140,+31.210341,-085.406703
01,069,040700,2,1498,+31.207804,-085.413783
01,069,040801,1,2555,+31.200009,-085.459171
01,069,040801,2,2297,+31.185329,-085.433725
01,069,040802,1,2161,+31.170274,-085.414804
01,069,040802,2,2319,+31.151472,-085.407008
01,069,040900,1,2012,+31.186683,-085.349478
01,069,040900,2,1310,+31.188362,-085.380063
01,069,040900,3,2210,+31.192960,-085.363972
01,069,041000,1,2252,+31.213752,-085.374336
01,069,041000,2,1329,+31.206111,-085.373565
01,069,041000,3,1490,+31.201526,-085.379709
01,069,041100,1,1469,+31.202958,-085.393259
01,069,041100,2,1040,+31.195218,-085.394565
01,069,041100,3,1165,+31.184545,-085.396249
01,069,041200,1,1047,+31.214761,-085.397594
01,069,041200,2,1247,+31.216028,-085.388654
01,069,041400,1,1000,+31.232678,-085.365694
01,069,041400,2,1598,+31.219371,-085.363023
01,069,041400,3,713,+31.229442,-085.382994
01,069,041500,1,911,+31.288103,-085.385989
01,069,041500,2,709,+31.259196,-085.376630
01,069,041500,3,1060,+31.239777,-085.375959
01,069,041500,4,700,+31.243188,-085.391400
01,069,041500,5,804,+31.235347,-085.387720
01,069,041600,1,1810,+31.253199,-085.325496
01,069,041600,2,1440,+31.282155,-085.346496
01,069,041600,3,1338,+31.261010,-085.278780
01,069,041600,4,850,+31.270491,-085.221194
01,069,041700,1,690,+31.294850,-085.110598
01,069,041700,2,653,+31.258118,-085.159847
01,069,041800,1,1096,+31.140290,-085.134582
01,069,041800,2,954,+31.043378,-085.127133
01,069,041901,1,1443,+31.208583,-085.286336
01,069,041901,2,1340,+31.185178,-085.312627
01,069,041902,1,1612,+31.195976,-085.250297
01,069,041902,2,1076,+31.171410,-085.247716
01,069,041902,3,1105,+31.184994,-085.214611
01,069,041902,4,842,+31.136353,-085.230612
01,069,042000,1,1453,+31.087382,-085.279883
01,069,042000,2,775,+31.036479,-085.276038
01,069,042000,3,869,+31.048872,-085.331818
01,069,042000,4,2100,+31.117791,-085.336768
01,069,042100,1,2090,+31.099213,-085.384926
01,069,042100,2,2552,+31.165687,-085.472743
01,069,042100,3,2401,+31.111250,-085.449724
01,069,042100,4,1347,+31.060061,-085.438012
01,071,950101,1,1474,+34.912055,-085.610018
01,071,950101,2,1408,+34.934393,-085.646989
01,071,950102,1,1100,+34.855470,-085.675229
01,071,950102,2,571,+34.800077,-085.767913
01,071,950102,3,1523,+34.806874,-085.667975
01,071,950200,1,871,+34.951284,-085.718209
01,071,950200,2,1086,+34.943950,-085.746119
01,071,950200,3,544,+34.950421,-085.734459
01,071,950200,4,859,+34.933159,-085.718382
01,071,950301,1,1437,+34.903492,-085.880970
01,071,950301,2,1191,+34.830595,-085.953288
01,071,950302,1,1358,+34.885122,-085.789109
01,071,950302,2,894,+34.870636,-085.826332
01,071,950302,3,837,+34.812138,-085.855727
01,071,950400,1,550,+34.903249,-086.139455
01,071,950400,2,484,+34.817299,-086.270806
01,071,950400,3,953,+34.804174,-086.158297
01,071,950500,1,1334,+34.667198,-086.296158
01,071,950500,2,2082,+34.672128,-086.215347
01,071,950601,1,1722,+34.789731,-086.033716
01,071,950601,2,1387,+34.732495,-086.098287
01,071,950602,1,1991,+34.697488,-086.003221
01,071,950602,2,460,+34.678345,-086.034540
01,071,950700,1,1229,+34.652853,-086.072117
01,071,950700,2,809,+34.657607,-086.128370
01,071,950700,3,666,+34.581209,-086.136854
01,071,950700,4,1950,+34.618135,-086.061488
01,071,950800,1,614,+34.673228,-086.015013
01,071,950800,2,720,+34.669087,-086.028781
01,071,950800,3,863,+34.660963,-086.029160
01,071,950800,4,1938,+34.666745,-086.044075
01,071,950901,1,833,+34.714642,-085.938987
01,071,950901,2,859,+34.661056,-085.988533
01,071,950902,1,2483,+34.643012,-086.024648
01,071,950902,2,1979,+34.614953,-086.031818
01,071,951000,1,706,+34.718526,-085.730846
01,071,951000,2,1316,+34.711756,-085.818985
01,071,951000,3,983,+34.687072,-085.822598
01,071,951000,4,1344,+34.660157,-085.796069
01,071,951101,1,1560,+34.628655,-085.882413
01,071,951101,2,1393,+34.597479,-085.953248
01,071,951101,3,1342,+34.582378,-085.905259
01,071,951102,1,1454,+34.553242,-085.982765
01,071,951102,2,1422,+34.521749,-086.027950
01,073,000100,1,592,+33.582889,-086.713893
01,073,000100,2,909,+33.590656,-086.717764
01,073,000100,3,471,+33.565655,-086.734400
01,073,000100,4,293,+33.572118,-086.729287
01,073,000100,5,544,+33.574116,-086.722184
01,073,000300,1,1075,+33.542971,-086.746946
01,073,000300,2,475,+33.539127,-086.758213
01,073,000300,3,207,+33.542681,-086.757497
01,073,000400,1,554,+33.565541,-086.770689
01,073,000400,2,664,+33.560227,-086.775244
01,073,000400,3,765,+33.569849,-086.775249
01,073,000400,4,429,+33.567225,-086.781126
01,073,000400,5,494,+33.558879,-086.781058
01,073,000400,6,6,+33.576636,-086.757029
01,073,000500,1,1525,+33.539367,-086.770035
01,073,000500,2,671,+33.539924,-086.765008
01,073,000500,3,705,+33.544941,-086.769660
01,073,000500,4,136,+33.542046,-086.780116
01,073,000700,1,369,+33.552876,-086.798270
01,073,000700,2,1200,+33.553716,-086.807156
01,073,000700,3,683,+33.557012,-086.801737
01,073,000800,1,664,+33.555929,-086.818726
01,073,000800,2,857,+33.554078,-086.839028
01,073,000800,3,629,+33.553875,-086.826210
01,073,000800,4,558,+33.541407,-086.819294
01,073,000800,5,598,+33.549368,-086.826476
01,073,001100,1,647,+33.544220,-086.872481
01,073,001100,2,737,+33.542311,-086.883262
01,073,001100,3,1030,+33.545446,-086.865699
01,073,001100,4,502,+33.537194,-086.875064
01,073,001100,5,1149,+33.539844,-086.892477
01,073,001100,6,355,+33.532749,-086.882375
01,073,001200,1,888,+33.535441,-086.841205
01,073,001200,2,736,+33.526728,-086.867192
01,073,001200,3,382,+33.522023,-086.884179
01,073,001200,4,490,+33.527587,-086.883105
01,073,001400,1,462,+33.530932,-086.829322
01,073,001400,2,669,+33.526604,-086.835313
01,073,001400,3,660,+33.523117,-086.838562
01,073,001500,1,753,+33.530720,-086.817466
01,073,001500,2,680,+33.525333,-086.822061
01,073,001500,3,626,+33.534220,-086.821237
01,073,001500,4,393,+33.535253,-086.816303
01,073,001600,1,869,+33.531801,-086.809135
01,073,001600,2,658,+33.537857,-086.799539
01,073,001600,3,434,+33.538748,-086.808498
01,073,001600,4,700,+33.542336,-086.798980
01,073,001902,1,505,+33.550978,-086.739564
01,073,001902,2,396,+33.554256,-086.739533
01,073,001902,3,621,+33.560616,-086.732580
01,073,002000,1,975,+33.553015,-086.713751
01,073,002000,2,1491,+33.561005,-086.724068
01,073,002000,3,1012,+33.558615,-086.718773
01,073,002100,1,1587,+33.564140,-086.712056
01,073,002100,2,859,+33.570584,-086.713254
01,073,002100,3,540,+33.566167,-086.720860
01,073,002200,1,1506,+33.552827,-086.731522
01,073,002200,2,885,+33.551608,-086.721122
01,073,002303,1,1674,+33.544155,-086.725973
01,073,002303,2,942,+33.538420,-086.734968
01,073,002303,3,382,+33.536923,-086.722372
01,073,002305,1,1808,+33.534591,-086.742069
01,073,002305,2,1242,+33.532179,-086.752475
01,073,002306,1,792,+33.524383,-086.750531
01,073,002306,2,1398,+33.520305,-086.758326
01,073,002306,3,1299,+33.525503,-086.740007
01,073,002401,1,287,+33.517075,-086.784885
01,073,002401,2,919,+33.514974,-086.778643
01,073,002401,3,545,+33.526988,-086.767597
01,073,002401,4,505,+33.524132,-086.767424
01,073,002401,5,437,+33.519819,-086.774713
01,073,002402,1,891,+33.530992,-086.775248
01,073,002402,2,355,+33.531951,-086.781497
01,073,002701,1,256,+33.513513,-086.811263
01,073,002701,2,1198,+33.516046,-086.804637
01,073,002702,1,430,+33.522630,-086.801607
01,073,002702,2,253,+33.518449,-086.821557
01,073,002702,3,286,+33.521691,-086.804938
01,073,002702,4,19,+33.524869,-086.814280
01,073,002702,5,1046,+33.522320,-086.807220
01,073,002900,1,963,+33.515960,-086.833452
01,073,002900,2,479,+33.515715,-086.837643
01,073,002900,3,396,+33.510083,-086.828607
01,073,003001,1,1108,+33.513627,-086.853804
01,073,003001,2,631,+33.508673,-086.851680
01,073,003001,3,518,+33.508962,-086.856606
01,073,003001,4,697,+33.508867,-086.861670
01,073,003001,5,246,+33.514457,-086.865444
01,073,003002,1,635,+33.517951,-086.844576
01,073,003002,2,390,+33.513901,-086.846317
01,073,003002,3,1026,+33.508475,-086.838781
01,073,003002,4,517,+33.508145,-086.845937
01,073,003100,1,428,+33.511555,-086.868957
01,073,003100,2,614,+33.507407,-086.868833
01,073,003100,3,910,+33.502014,-086.874745
01,073,003100,4,497,+33.507017,-086.876166
01,073,003100,5,602,+33.504075,-086.882197
01,073,003200,1,433,+33.511897,-086.881678
01,073,003200,2,692,+33.507612,-086.891182
01,073,003300,1,376,+33.513471,-086.887673
01,073,003300,2,378,+33.516747,-086.893085
01,073,003400,1,333,+33.508099,-086.900108
01,073,003400,2,620,+33.504941,-086.898345
01,073,003400,3,450,+33.502727,-086.905319
01,073,003400,4,552,+33.501281,-086.902623
01,073,003500,1,894,+33.507668,-086.926996
01,073,003500,2,538,+33.506886,-086.916401
01,073,003500,3,774,+33.500394,-086.923700
01,073,003600,1,777,+33.489546,-086.891153
01,073,003600,2,660,+33.484463,-086.895230
01,073,003600,3,616,+33.489475,-086.896382
01,073,003600,4,1063,+33.487382,-086.901914
01,073,003600,5,621,+33.480712,-086.901407
01,073,003600,6,622,+33.476790,-086.901362
01,073,003700,1,1302,+33.497908,-086.883852
01,073,003700,2,1063,+33.494212,-086.888869
01,073,003700,3,853,+33.500652,-086.890504
01,073,003700,4,1205,+33.495208,-086.899514
01,073,003802,1,1199,+33.468860,-086.896661
01,073,003802,2,1330,+33.478010,-086.890148
01,073,003802,3,1445,+33.484177,-086.885932
01,073,003802,4,633,+33.490624,-086.879732
01,073,003803,1,964,+33.482153,-086.875148
01,073,003803,2,1011,+33.482570,-086.867569
01,073,003803,3,824,+33.490069,-086.869033
01,073,003803,4,748,+33.491215,-086.862281
01,073,003900,1,976,+33.500748,-086.864120
01,073,004000,1,676,+33.498708,-086.843439
01,073,004000,2,345,+33.492708,-086.850612
01,073,004000,3,440,+33.488518,-086.857753
01,073,004000,4,837,+33.495730,-086.857494
01,073,004000,5,686,+33.497494,-086.849616
01,073,004200,1,1076,+33.496298,-086.824916
01,073,004200,2,665,+33.502922,-086.836561
01,073,004501,1,3159,+33.499439,-086.804082
01,073,004502,1,731,+33.510043,-086.802485
01,073,004502,2,975,+33.506471,-086.792322
01,073,004502,3,1385,+33.507187,-086.810590
01,073,004502,4,332,+33.505489,-086.798805
01,073,004701,1,616,+33.506192,-086.786316
01,073,004701,2,948,+33.507908,-086.779903
01,073,004701,3,1313,+33.504470,-086.781939
01,073,004701,4,605,+33.508003,-086.783800
01,073,004702,1,705,+33.519043,-086.767847
01,073,004702,2,1644,+33.512051,-086.767461
01,073,004702,3,787,+33.507051,-086.775604
01,073,004800,1,954,+33.500732,-086.782083
01,073,004800,2,1057,+33.498732,-086.786144
01,073,004901,1,569,+33.494757,-086.791430
01,073,004901,2,642,+33.501268,-086.793496
01,073,004902,1,1505,+33.494735,-086.798526
01,073,004902,2,1269,+33.493093,-086.803799
01,073,004902,3,781,+33.489576,-086.803246
01,073,005000,1,872,+33.488716,-086.810593
01,073,005000,2,767,+33.482098,-086.819379
01,073,005000,3,756,+33.492643,-086.809987
01,073,005000,4,979,+33.490114,-086.817271
01,073,005101,1,497,+33.494673,-086.832415
01,073,005101,2,584,+33.493624,-086.837180
01,073,005103,1,868,+33.488860,-086.828052
01,073,005103,2,1707,+33.484574,-086.834824
01,073,005104,1,454,+33.477083,-086.832907
01,073,005104,2,468,+33.478902,-086.830640
01,073,005104,3,885,+33.472160,-086.835063
01,073,005104,4,628,+33.476198,-086.835477
01,073,005200,1,1067,+33.482403,-086.849235
01,073,005200,2,757,+33.472562,-086.860194
01,073,005200,3,856,+33.478610,-086.861238
01,073,005200,4,685,+33.482066,-086.856945
01,073,005302,1,1283,+33.581333,-086.688957
01,073,005302,2,1468,+33.571526,-086.699635
01,073,005302,3,733,+33.578771,-086.704652
01,073,005500,1,457,+33.566972,-086.813321
