STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE,GEOID,geometry,min_dist_to_poll_miles,nearest_polling_idx,min_manhattan_dist_miles,min_dist_to_civic_center_miles,dist_to_city_hall_miles,min_dist_to_poll_miles_norm,min_manhattan_dist_miles_norm,min_dist_to_civic_center_miles_norm,accessibility_score,accessibility_category,min_network_dist_miles,nearest_poll_network_idx,driving_to_euclidean_ratio,driving_euclidean_diff_miles,min_walking_dist_miles,nearest_poll_walking_idx,osrm_walking_to_euclidean_ratio,min_google_walking_dist_miles,nearest_poll_google_walking_idx,google_walking_to_euclidean_ratio,osrm_walking_to_driving_ratio,google_to_osrm_walking_ratio,google_walking_to_driving_ratio
1,101,1100,4,335,32.356395,-86.32922,11010011004,POINT (-86.32922 32.356395),0.3058698025785407,13,0.4306559099984994,0.7388106329931271,2.153655944023436,0.0252639301654277,0.0282281577107725,0.0250049397237877,0.0260755012965392,Excellent,0.3671070128127058,13,1.2002067864101778,0.06123721023416512,0.3671070128127058,13,1.2002067864101778,0.3672312873600358,13,1.2006130852545955,1.0,1.0003385240352065,1.0003385240352065
1,101,1100,5,396,32.354823,-86.325613,11010011005,POINT (-86.325613 32.354823),0.5616575547084514,13,0.78800690999838,0.9729530894018436,2.0789140274909834,0.0651673408830271,0.0717556550031793,0.0337768288809551,0.0577266815184511,Excellent,0.6723253010550909,13,1.1970377597860065,0.11066774634663956,0.6723253010550909,13,1.1970377597860065,0.6717039283184412,13,1.1959314402298271,1.0,0.9990757855822552,0.9990757855822552
1,101,1100,6,786,32.355658,-86.336614,11010011006,POINT (-86.336614 32.355658),0.4259042672494931,13,0.6016365300010804,0.2355029739937058,2.5614174944239227,0.0439895513265204,0.0490546237741636,0.006149072810913,0.0341569295061311,Excellent,0.5489828128301043,13,1.2889817150118204,0.12307854558061121,0.5489828128301043,13,1.2889817150118204,0.5555072265649272,13,1.3043006827623853,1.0,1.0118845500848896,1.0118845500848896
1,101,1200,1,262,32.355227,-86.314374,11010012001,POINT (-86.314374 32.355227),0.3918791794660898,14,0.5011897799987608,1.660393217284794,1.7136999872222631,0.0386815682772227,0.0368196065536759,0.0595310158680944,0.0443778140374202,Excellent,0.5561907365752421,14,1.419291367642997,0.1643115571091523,0.5561907365752421,14,1.419291367642997,0.5573713447748767,14,1.422304051810712,1.0,1.00212266785834,1.00212266785834
1,101,1200,2,876,32.362324,-86.317695,11010012002,POINT (-86.317695 32.362324),0.1548371160536692,14,0.2176522200013337,1.3462740298993232,1.3462740298993232,0.0017025232098535,0.0022830294205834,0.0477628866012048,0.0156947840904779,Excellent,0.2019461394111872,14,1.3042489072270578,0.04710902335751799,0.2019461394111872,14,1.3042489072270578,0.2013247666745374,14,1.300235833666359,1.0,0.9969230769230769,0.9969230769230769
1,101,1200,3,317,32.355867,-86.318857,11010012003,POINT (-86.318857 32.355867),0.3698094088967792,14,0.5016989999967691,1.4427593737064863,1.7786931537781243,0.0352386390824616,0.036881632606729,0.0513776037018498,0.0405732265255583,Excellent,0.4750394571687772,14,1.2845521118186847,0.105230048271998,0.4750394571687772,14,1.2845521118186847,0.4778356344837014,14,1.2921132426272972,1.0,1.0058862001308047,1.0058862001308047
1,101,1300,1,1020,32.355389,-86.304777,11010013001,POINT (-86.304777 32.355389),0.7175321928653267,8,0.949052909999196,1.36427649061683,1.6578942459907986,0.089484102162793,0.0913720247040918,0.0484373289573343,0.077736446963545,Excellent,0.955360582599078,8,1.3314532673217483,0.2378283897337513,0.955360582599078,8,1.3314532673217483,0.9662346054904496,8,1.3466080199579307,1.0,1.0113821138211383,1.0113821138211383
1,101,1300,2,1074,32.347924,-86.307513,11010013002,POINT (-86.307513 32.347924),0.1749222051722176,8,0.2451839099990493,1.9103925030593751,2.1589166583370987,0.0048358380528174,0.0056365545592603,0.0688969636668039,0.0242943906889462,Excellent,0.2166726732697876,8,1.2386802067608573,0.04175046809756999,0.2166726732697876,8,1.2386802067608573,0.2255583034038798,8,1.2894778177636683,1.0,1.0410094637223974,1.0410094637223974
1,101,1400,1,792,32.355633,-86.286891,11010014001,POINT (-86.286891 32.355633),0.2785122195343932,12,0.393847860002495,1.5948178986865729,2.179890923640542,0.0209960914461719,0.0237447162301543,0.0570743088060252,0.0326441440893226,Excellent,0.3909677259000584,12,1.4037722529864733,0.1124555063656652,0.3909677259000584,12,1.4037722529864733,0.3392695142107945,12,1.2181494757320637,1.0,0.8677685950413223,0.8677685950413223
1,101,1400,2,1139,32.34896,-86.28823,11010014002,POINT (-86.28823 32.34896),0.2804494810264038,12,0.3633581399973238,1.9495479595282803,2.4904685692857336,0.0212983081877453,0.0200308852769129,0.0703638797029284,0.0356377527690505,Excellent,0.3884822349534592,12,1.3852128858704655,0.10803275392705536,0.3884822349534592,12,1.3852128858704655,0.5828476269775188,12,2.0782624551287534,1.0,1.5003198976327576,1.5003198976327576
1,101,1400,3,1131,32.352186,-86.297267,11010014003,POINT (-86.297267 32.352186),0.5227891180221514,12,0.5599391399976525,1.5588706328250552,2.0043080580547876,0.0591037855324303,0.0439756313256319,0.0557275840963039,0.0535524788395529,Excellent,0.4683907688866243,12,0.8959459038831367,-0.05439834913552716,0.4683907688866243,12,0.8959459038831367,0.7642884660792624,12,1.4619440989337467,1.0,1.6317325550543913,1.6317325550543913
1,101,1400,4,493,32.357737,-86.29382,11010014004,POINT (-86.29382 32.357737),0.2950408034409756,15,0.3228427199975598,1.2416150142493234,1.7725074357443305,0.0235745842266616,0.0150958638712332,0.043841951890511,0.0271111784191879,Excellent,0.507847937663887,15,1.7212803508565708,0.21280713422291142,0.507847937663887,15,1.7212803508565708,0.5151179986826898,15,1.7459212172520462,1.0,1.0143154288510952,1.0143154288510952
1,101,1500,1,1060,32.357476,-86.27282,11010015001,POINT (-86.27282 32.357476),1.210330953609828,12,1.4919138600026471,1.9061838845024344,2.848602768958216,0.1663617133359995,0.1574957476863599,0.0687392924095166,0.1344151973631628,Excellent,1.6292393154957934,15,1.3461105911871176,0.4189083618859655,1.6292393154957934,15,1.3461105911871176,1.945518038450545,15,1.6074264916120768,1.0,1.1941266209000763,1.1941266209000763
1,101,1500,2,644,32.361251,-86.28078,11010015002,POINT (-86.28078 32.361251),0.8510074552493333,12,0.9216247199982774,1.6203371547187773,2.2455289450018947,0.1103065151641915,0.0880311064864263,0.0580303596168065,0.0879410458966464,Excellent,0.868244124920775,15,1.0202544285189505,0.017236669671441662,0.868244124920775,15,1.0202544285189505,0.8736500677296284,15,1.026606832103088,1.0,1.0062262935661634,1.0062262935661634
