GEOID,full_geoid,center_lon,center_lat,poll_lon,poll_lat,poll_idx,osrm_distance_miles,osm_way_ids,num_way_ids,osm_way_ids_str
11010010002,011010010002,-86.34309,32.360929,-86.33204650999998,32.35980988,13,1.4488548100463543,[],0,
11010011001,011010011001,-86.325275,32.366283,-86.33204650999998,32.35980988,13,0.7696322716144506,[],0,
11010011002,011010011002,-86.330903,32.365514,-86.33204650999998,32.35980988,13,0.7947978674487678,[],0,
11010011003,011010011003,-86.330681,32.361711,-86.33204650999998,32.35980988,13,0.23748865994755614,[],0,
11010011004,011010011004,-86.32922,32.356395,-86.33204650999998,32.35980988,13,0.3671070128127058,[],0,
11010011005,011010011005,-86.325613,32.354823,-86.33204650999998,32.35980988,13,0.6723253010550909,[],0,
11010011006,011010011006,-86.336614,32.355658,-86.33204650999998,32.35980988,13,0.5489828128301043,[],0,
11010012001,011010012001,-86.314374,32.355227,-86.31629181000001,32.36057280999997,14,0.5561907365752421,[],0,
11010012002,011010012002,-86.317695,32.362324,-86.31629181000001,32.36057280999997,14,0.2019461394111872,[],0,
11010012003,011010012003,-86.318857,32.355867,-86.31629181000001,32.36057280999997,14,0.47503945716877727,[],0,
11010013001,011010013001,-86.304777,32.355389,-86.30905151000002,32.34590912000003,8,0.955360582599078,[],0,
11010013002,011010013002,-86.307513,32.347924,-86.30905151000002,32.34590912000003,8,0.21667267326978762,[],0,
11010014001,011010014001,-86.286891,32.355633,-86.289711,32.35274505999996,12,0.39096772590005846,[],0,
11010014002,011010014002,-86.28823,32.34896,-86.289711,32.35274505999996,12,0.38848223495345924,[],0,
11010014003,011010014003,-86.297267,32.352186,-86.289711,32.35274505999996,12,0.46839076888662434,[],0,
11010014004,011010014004,-86.29382,32.357737,-86.293396,32.36199187999997,15,0.507847937663887,[],0,
11010015001,011010015001,-86.27282,32.357476,-86.293396,32.36199187999997,15,1.6292393154957934,[],0,
11010015002,011010015002,-86.28078,32.361251,-86.293396,32.36199187999997,15,0.868244124920775,[],0,
11010015003,011010015003,-86.295351,32.363839,-86.293396,32.36199187999997,15,0.28291100699665706,[],0,
11010016001,011010016001,-86.266627,32.378588,-86.25603485000002,32.37839126999999,41,1.1784955323300235,[],0,
11010016002,011010016002,-86.276672,32.36978,-86.2916,32.3774,16,1.385785477276399,[],0,
11010016003,011010016003,-86.279077,32.374988,-86.2916,32.3774,16,1.035641940174233,[],0,
11010016004,011010016004,-86.272316,32.377926,-86.27848471,32.38995916000002,18,1.340735953869288,[],0,
11010017001,011010017001,-86.248557,32.374791,-86.25603485000002,32.37839126999999,41,1.031975841027999,[],0,
11010017002,011010017002,-86.248042,32.362839,-86.24391173999997,32.34976578000001,36,1.2670411473026209,[],0,
11010017003,011010017003,-86.258176,32.364283,-86.25603485000002,32.37839126999999,41,1.1741459231734748,[],0,
11010017004,011010017004,-86.259864,32.376159,-86.25603485000002,32.37839126999999,41,0.5144966259460401,[],0,
