GEOID,poll_0,poll_1,poll_2,poll_3,poll_4,poll_5,poll_6,poll_7,poll_8,poll_9,poll_10,poll_11,poll_12,poll_13,poll_14,poll_15,poll_16,poll_17,poll_18,poll_19,poll_20,poll_21,poll_22,poll_23,poll_24,poll_25,poll_26,poll_27,poll_28,poll_29,poll_30,poll_31,poll_32,poll_33,poll_34,poll_35,poll_36,poll_37,poll_38,poll_39,poll_40,poll_41,poll_42,poll_43,poll_44,poll_45,poll_46,poll_47,poll_48
11010001001,16.807511153640625,9.958740850286452,11.067891185206358,6.694048491928369,13.110964743310925,4.347123665602048,3.8456758671256543,3.298867858873824,2.4258391638808456,3.252264903625089,4.133371444194514,9.538071507574534,2.6352417761318305,2.31585618949383,1.6534728522251358,1.9274982290877007,1.154510544695341,2.8030124150272786,2.1586488871214287,6.359749959610772,1.716852871363416,3.0664744553667966,3.748741720208285,4.796997526936508,5.5146830377670355,28.407297401419218,25.187343880099917,28.91247343631551,20.318267115712032,7.969105347533772,6.75370027464675,19.68695241527583,6.737544583493855,5.4736724371481476,8.26612151565238,13.556488995488834,5.4736724371481476,7.706264679930904,10.276883691451154,14.962034125790698,12.727577764797992,3.643729727714467,6.707718692134664,5.075993885692272,3.608932854462078,6.8288863757813765,8.199013260094201,6.195086184398574,7.0643866429716535
11010002001,16.802540171747424,9.691550573527037,11.06292020331316,6.6884561372985205,13.105372388681074,3.864317049225148,3.1721078205972635,3.187642139013509,2.158027514384779,3.2466725489952406,4.127779089564666,9.702735282786731,1.96167372960344,2.3102638348639815,1.4844594678563885,1.25393018255931,1.0979656256602086,3.1596803658642676,2.388556799681857,6.543054916922466,1.9480035293971445,3.296382367927225,3.979892378242013,5.028148184970236,5.745833695800763,28.07051337815502,24.920153603340506,28.23890538978712,19.64469906918364,7.295537301005382,6.08013222811836,19.01214162327414,6.063976536965464,4.799483017883108,7.59131072365069,12.881678203487144,4.798861645146458,7.031453887929214,9.90778828588117,14.960170007580748,12.725713646588042,3.6418656095045177,6.705854573924714,5.074129767482322,3.607068736252129,6.835100103147875,8.205848360197349,6.4249940969590025,7.294915928268732
11010002002,16.053164651347757,9.77543589297476,10.313544682913491,5.9390806168988535,12.355996868281409,4.163197335553705,3.7201585743223937,2.4395093640871415,2.2419128338325027,2.4972970285955736,3.3784035691649996,8.953359762387066,2.5097244833285695,1.5608883144643146,0.794114357438453,1.8019809362844397,1.775261908608498,2.656989821914574,2.9434426535101346,5.793679396522799,2.5016466377521223,3.8512682217555025,4.53353548659699,5.581791293325215,6.299476804155741,28.22337107137087,25.004038922788222,28.7875775162489,20.19274982290877,7.843588054730511,6.628182981843489,19.659612014863235,6.612027290690594,5.348155144344887,8.238781115239789,13.528527222339592,5.445710663998907,7.678924279518312,10.555258677470269,15.680962382094524,13.44712739383847,4.363279356754943,7.4272683211751405,5.794922141996098,4.327861110765904,7.5565138503983,8.927262107447774,6.9798799507872795,7.849180409360359
11010003001,20.06412566642226,13.229025563274387,14.324505697987997,9.950663004710004,16.36757925609256,7.218487081660806,6.324953086358383,6.5554823716554615,5.695502504132129,6.508879416406726,7.389985956976152,12.657362645556564,4.987137584351349,5.572470702275467,4.910087365006773,4.194265972386196,3.2261672486857966,5.922924925745958,3.0018516907552164,9.479662470329451,1.6547155976984356,1.820622118383934,1.112878571339804,2.161134378068028,2.878198516161905,31.0381895683945,28.45762859308785,30.49324567835262,22.61237525942312,10.263213491244858,9.047808418357835,20.269178669516695,8.370512135409546,7.26571140964619,9.413175587507922,14.138715249729705,6.740030074440454,8.561273565561038,10.716815588999218,15.40196602333876,13.168131035082704,4.281258155517169,7.148271962419377,5.515925783240335,4.0544571066399895,6.916499931649,8.286626815961823,4.526700386493842,5.396000845066922
11010003002,18.23604707519853,11.400325599314003,12.496427106764264,8.121963040749625,14.53887929213218,5.476779300831397,4.626120024357811,4.72678240769508,3.866802540171747,4.680179452446345,5.561285993015771,10.828662681596184,3.4156859333639877,3.743770738315086,3.081387401046392,2.66941727664757,1.700697180210521,4.094224961785577,2.417139945567748,7.650962506369071,0.2112667304609343,1.580150869300459,2.2431555793058027,3.2920327587706764,4.009096896864554,29.52452558191557,26.62892862912747,29.69353896628432,21.09871127294419,8.749549504765929,7.534765804615557,20.269800042253348,7.517988740726012,6.254116594380306,8.865746206519443,14.139336622466354,6.073297128015212,8.17043011420831,10.718058334472516,15.402587396075411,13.168752407819357,4.0849043707358295,7.148893335156027,5.516547155976984,4.049486124746791,6.897858749549505,8.268607006598979,4.962282674885357,5.8315831334584365
11010004001,19.89759777300011,13.062497669852238,14.157977804565848,9.783513738551209,16.201051362670412,7.051959188238658,6.157803820199585,6.388954478233313,5.528974610709981,6.342351522984578,7.223458063554004,12.490834752134417,4.820609690929201,5.405942808853319,4.743559471584625,4.027738078964048,3.0590179825269987,5.75577565958716,2.1313084867088374,9.312513204170656,1.4881877042762872,0.9500789143375544,0.9183889047684144,2.266767743298495,2.9838318813923723,30.158947146035025,28.2911006996657,29.61400325599314,21.733132837063643,9.383349696148732,8.16856599599836,19.59126101383176,7.4912697130500705,6.386468987286714,8.735879304559633,13.460797594044765,6.024830054556527,7.883977282612748,10.039519306050927,14.724669740390471,12.490213379397764,3.6033404998322296,6.470354306734438,4.838629500292045,3.37653945095505,6.23858227596406,7.609330533013534,3.849404103545553,4.718704562118632
11010004002,19.80998421713249,12.974884113984615,14.070364248698224,9.696521555420235,16.11343780680279,6.964345632371034,6.070811637068612,6.30134092236569,5.441361054842358,6.254737967116955,7.1358445076863815,12.403221196266793,4.704412989175687,5.318329252985697,4.655945915717003,3.940124523096425,2.9720257993960257,5.668783476456187,1.9480035293971443,9.22552102103968,1.4005741484086645,0.7673953297625113,1.2228615457268197,2.5712403842569005,3.2883045223507774,29.984341407036425,28.203487143798082,29.439397516994546,21.557905725328396,9.208743957150137,7.993960256999764,19.464500975555197,7.316663974051475,6.211863248288118,8.609119266283074,13.334037555768203,5.850224315557931,7.7572172443361875,9.912759267774367,14.597909702113911,12.363453341121206,3.476580461555669,6.343594268457878,4.711869462015485,3.2497794126784894,6.111822237687499,7.482570494736973,3.8251705668162104,4.69447102538929
11010004003,19.726720270421417,12.891620167273542,13.987100301987152,9.612636235972513,16.030173860091715,6.88108168565996,5.986926317620888,6.217455602917966,5.358097108131284,6.171474020405881,7.052580560975307,12.31995724955572,4.449028794412617,5.235065306274622,4.572681969005928,3.9450955049896232,2.76635142356494,5.584898157008463,1.6932407073707234,9.141635701591955,1.3173102016975904,0.5120111349994408,1.3458933475834816,2.694272186113562,3.411336324207439,29.72087936669691,28.120223197087007,29.175935476655027,21.295065057725527,8.945281916810618,7.730498216660246,19.320963873389093,7.053201933711957,5.9484012079486,8.379832726459295,13.190500453602098,5.586762275218413,7.613680142170082,9.769222165608262,14.454372599947805,12.2199162389551,3.213118421216151,6.2000571662917725,4.5683323598493795,3.106242310512384,6.01364534529683,7.383772229609654,3.8096362483999657,4.678936706973045
11010004004,19.473200193868298,12.63747871798377,13.733580225434029,9.35911615941939,15.776032410801944,6.6269402363701895,5.733406241067767,5.963935526364845,5.103955658841513,5.91733257111611,6.798439111685536,12.065815800265948,4.237140691215033,4.980923856984851,4.318540519716157,3.60271912709558,2.554463320367356,5.331378080455342,1.4807312314364895,8.888115625038836,1.0631687524078195,0.3429977506306933,1.7926603452346923,3.1702437023873142,3.887307840481191,29.511476754445923,27.866081747797235,28.966532864404044,21.085662445474544,8.736500677296283,7.521095604409261,19.111561261138107,6.843799321460972,5.738998595697615,8.17043011420831,12.981097841351112,5.377981035704078,7.4042775299190975,9.559819553357276,14.24496998769682,12.010513626704116,3.003715808965166,5.990654554040788,4.358929747598395,2.8968396982613993,5.804242733045845,7.1743696173586695,3.725129556215592,4.594430014788672
11010004005,19.770837734723553,12.936980377048975,14.031217766289288,9.656753700274647,16.07429132439385,6.672921818882275,5.617209539314254,6.261573067220103,5.40345731790672,6.215591484708018,7.096698025277443,12.429318851206084,4.007232778654604,5.279182770576758,4.616799433308064,3.5032994892316105,2.324555407806927,5.694881131395479,1.2514446916127109,9.251618675978971,1.4639541675469447,0.154100438689152,1.8349136913268795,3.2317596033156453,3.948823741409522,29.216946077273914,28.16558340686244,28.672002187232035,20.791131768302535,8.441970000124275,7.226564927237253,18.817030583966098,6.549268644288963,5.444467918525607,7.875899437036301,12.686567164179104,5.083450358532069,7.109746852747089,9.265288876185268,13.950439310524812,11.715982949532108,2.7091851317931575,5.6961238768687785,4.064399070426386,2.6029303938260404,5.509712055873837,6.87983894018666,3.6847403283333544,4.554040786906434
