GEOID,NAMELSAD20,COUNTYFP20,POP20,nearest_poll_miles,Access_Level
01055000900,Census Tract,055,2506,1.1726239291281275,Moderate
01055001700,Census Tract,055,1504,2.01256846401177,Moderate
01055010300,Census Tract,055,2849,2.908688834266211,Moderate
01055000600,Census Tract,055,1813,0.32971416923411734,Very Close
01101005903,Census Tract,101,1943,3.515644949480568,Limited
01055010100,Census Tract,055,2033,0.9046482536603828,Very Close
01055000300,Census Tract,055,2350,0.6076378550752192,Very Close
01055000700,Census Tract,055,1134,0.5530774877355464,Very Close
01055001600,Census Tract,055,3271,1.5718630211206936,Moderate
01055000400,Census Tract,055,3947,0.7590610993897335,Very Close
01101003304,Census Tract,101,3723,0.9067183630970388,Very Close
01101003303,Census Tract,101,2652,0.7730895687655596,Very Close
01101005414,Census Tract,101,3945,1.1980301670501208,Moderate
01101005413,Census Tract,101,3973,1.607705451853564,Moderate
01101005613,Census Tract,101,4832,1.0299053202230692,Moderate
01101002901,Census Tract,101,3313,0.42260147893719635,Very Close
01055000800,Census Tract,055,910,0.4679411397323403,Very Close
01055001100,Census Tract,055,5108,0.9165083173742672,Very Close
01055010900,Census Tract,055,1789,4.843820522940483,Limited
01051031001,Census Tract,051,4017,6.613412990474725,Poor Access
01051030402,Census Tract,051,4757,7.978776120638805,Poor Access
01051031002,Census Tract,051,3610,8.383245179561149,Poor Access
01113030402,Census Tract,113,3252,1.5983661182879398,Moderate
01107050000,Census Tract,107,4428,6.973014080995398,Poor Access
01107050300,Census Tract,107,4886,20.969616233278355,Poor Access
01107050100,Census Tract,107,3172,13.713357339139773,Poor Access
01107050200,Census Tract,107,1847,18.501799325051874,Poor Access
01127020100,Census Tract,127,3624,3.1379517596212754,Limited
01127021500,Census Tract,127,2919,2.6425081364195626,Moderate
01127021200,Census Tract,127,3100,1.501582348752735,Moderate
01127021700,Census Tract,127,4490,1.3022989653414352,Moderate
01127021600,Census Tract,127,1668,1.7413461058842,Moderate
01127021900,Census Tract,127,2246,2.2856033007891967,Moderate
01083020403,Census Tract,083,3234,3.7037527125110397,Limited
01083020103,Census Tract,083,3115,1.0062246215139956,Moderate
01083020404,Census Tract,083,3047,2.380911353936959,Moderate
01083021101,Census Tract,083,3408,4.561940343574451,Limited
01083021203,Census Tract,083,5834,3.0164876688170024,Limited
01083021202,Census Tract,083,6460,4.1016024889090215,Limited
01083020803,Census Tract,083,6099,1.1069391719257768,Moderate
01083020804,Census Tract,083,5428,0.6099243933274225,Very Close
01083020806,Census Tract,083,3944,2.114394089271345,Moderate
01083021102,Census Tract,083,3899,2.7649334187315846,Moderate
01083020805,Census Tract,083,5310,1.6108045455474944,Moderate
01083021201,Census Tract,083,8733,0.9737123782956647,Very Close
01083020104,Census Tract,083,4037,1.272290145012802,Moderate
01045020802,Census Tract,045,4328,2.7462037452607966,Moderate
01045020000,Census Tract,045,4474,5.479314956853816,Poor Access
01077011102,Census Tract,077,4518,0.5067143199043794,Very Close
01127021400,Census Tract,127,3599,2.97623718156645,Moderate
01127020600,Census Tract,127,2460,3.2590388732183686,Limited
01127021800,Census Tract,127,3444,1.0218032570822864,Moderate
01127021000,Census Tract,127,3447,1.3324203820459293,Moderate
01127020700,Census Tract,127,3139,0.458433727596299,Very Close
01127020900,Census Tract,127,4989,1.5806599606196163,Moderate
01127021100,Census Tract,127,3186,1.5662696525956339,Moderate
01127021300,Census Tract,127,3531,2.287912323104882,Moderate
01127020400,Census Tract,127,2231,0.9920772473773894,Very Close
01127020200,Census Tract,127,4372,1.6615732055729746,Moderate
01067030600,Census Tract,067,1519,0.7573327913406984,Very Close
01067030500,Census Tract,067,6630,1.4554750817440858,Moderate
01067030300,Census Tract,067,2994,7.040241200408177,Poor Access
01067030100,Census Tract,067,1675,5.801526218487871,Poor Access
01067030200,Census Tract,067,2532,4.9435259721321145,Limited
01067030400,Census Tract,067,1796,1.4420968553991587,Moderate
01003011419,Census Tract,003,5154,1.6149932813137593,Moderate
01003010706,Census Tract,003,4038,0.5744012536821638,Very Close
01003011603,Census Tract,003,3298,0.9576931587724782,Very Close
01003010708,Census Tract,003,11585,1.277605190250246,Moderate
01003011409,Census Tract,003,5915,2.041483525610799,Moderate
01003011417,Census Tract,003,2525,3.5131361762022704,Limited
01003011414,Census Tract,003,3461,0.9133969875698301,Very Close
01003011416,Census Tract,003,1714,4.808282752197385,Limited
01017954001,Census Tract,017,2230,8.304080886154418,Poor Access
01017954002,Census Tract,017,3908,14.588020427362755,Poor Access
01017954800,Census Tract,017,4907,9.91663807255212,Poor Access
01015002504,Census Tract,015,3181,4.413599666721357,Limited
01015001502,Census Tract,015,1724,5.214401612824581,Poor Access
01015002503,Census Tract,015,3861,3.7344390679185855,Limited
01015002105,Census Tract,015,2887,1.239057804175814,Moderate
01015001103,Census Tract,015,3663,1.0534276308395485,Moderate
01015001102,Census Tract,015,1442,0.4669337131060014,Very Close
01015002001,Census Tract,015,2739,1.6629580075749464,Moderate
01015002002,Census Tract,015,4763,1.5438113952899628,Moderate
01015001501,Census Tract,015,3421,2.3047446489996815,Moderate
01015001802,Census Tract,015,4371,1.606991971978956,Moderate
01015001801,Census Tract,015,2440,0.4650637474543916,Very Close
01015001101,Census Tract,015,1772,0.9830146917741781,Very Close
01097006503,Census Tract,097,3726,2.0341092422741855,Moderate
01097980000,Census Tract,097,2022,1.075631121472791,Moderate
01097006903,Census Tract,097,3367,1.1852078115860756,Moderate
01097006904,Census Tract,097,4296,1.9009875188794556,Moderate
01097006303,Census Tract,097,3574,1.9534014030292406,Moderate
01097006307,Census Tract,097,3253,1.0397154548229157,Moderate
01097006409,Census Tract,097,7317,0.7270589893086563,Very Close
01097003711,Census Tract,097,2727,0.35577912995224104,Very Close
01097006804,Census Tract,097,5433,1.2502755977246558,Moderate
01097006410,Census Tract,097,3663,0.5285818316937406,Very Close
01097003409,Census Tract,097,3016,1.1823851567755403,Moderate
01097006411,Census Tract,097,5045,0.6094934810965126,Very Close
01097006803,Census Tract,097,3104,1.0875197333651307,Moderate
01097000801,Census Tract,097,2824,0.3646965395270606,Very Close
01097000802,Census Tract,097,1288,0.31775528656174806,Very Close
01097006408,Census Tract,097,4098,0.6144896271810427,Very Close
01097003207,Census Tract,097,2989,0.704904225808872,Very Close
01097003206,Census Tract,097,1052,0.8812400264283896,Very Close
01089011028,Census Tract,089,4073,0.8892619341451226,Very Close
01089011201,Census Tract,089,5559,3.185887012577105,Limited
01089010801,Census Tract,089,5691,0.7987659317587062,Very Close
01089011301,Census Tract,089,4017,4.341858804373295,Limited
01089010304,Census Tract,089,5751,2.2831202423802925,Moderate
01089010626,Census Tract,089,3584,1.1270678184290166,Moderate
01089010406,Census Tract,089,2987,2.813328548309394,Moderate
01089011025,Census Tract,089,6838,0.9110927023973772,Very Close
01119011301,Census Tract,119,3331,3.7350825840594584,Limited
01119011302,Census Tract,119,2478,4.977416374997579,Limited
01125011902,Census Tract,125,2953,0.9462737999129694,Very Close
01125011402,Census Tract,125,3200,0.82389030958522,Very Close
01035960200,Census Tract,035,1472,2.69565455970193,Moderate
01103005107,Census Tract,103,4495,1.7551446385229086,Moderate
01103005701,Census Tract,103,2809,5.181655264065878,Poor Access
01121011100,Census Tract,121,4532,3.2569618581975455,Limited
01121011700,Census Tract,121,4106,1.8764619589403666,Moderate
01121010900,Census Tract,121,3225,0.32170853619347517,Very Close
01121011600,Census Tract,121,4903,2.4648594778820665,Moderate
01121011400,Census Tract,121,2668,2.1955010833273256,Moderate
01121010700,Census Tract,121,2966,1.8735275392116404,Moderate
01121012000,Census Tract,121,2285,2.0227304288044663,Moderate
01121011200,Census Tract,121,2590,1.5984551724842164,Moderate
01121010500,Census Tract,121,2713,0.3268912232475168,Very Close
01121011000,Census Tract,121,2909,2.0889072523932164,Moderate
01121011900,Census Tract,121,2711,1.8540377945411037,Moderate
01091973300,Census Tract,091,1918,4.161467413074779,Limited
01091973400,Census Tract,091,4162,3.838847303998316,Limited
01091973100,Census Tract,091,1717,2.801204015028485,Moderate
01091973200,Census Tract,091,2396,0.7646656152160657,Very Close
01081042006,Census Tract,081,1827,0.6741630046334809,Very Close
01121011800,Census Tract,121,2107,0.4207144913930743,Very Close
01089002912,Census Tract,089,2448,0.9825275898410766,Very Close
01101005410,Census Tract,101,5070,0.3587602559290161,Very Close
01101005605,Census Tract,101,3712,0.8408954484293031,Very Close
01081040602,Census Tract,081,8254,1.528773564328269,Moderate
01089002922,Census Tract,089,4210,0.7792994292676251,Very Close
01089011012,Census Tract,089,6040,0.8256113747845306,Very Close
01089011013,Census Tract,089,4960,1.080490284716976,Moderate
01089010902,Census Tract,089,3081,1.772644135943887,Moderate
01117030405,Census Tract,117,1265,2.5014240952831766,Moderate
01115040104,Census Tract,115,5400,1.2546606111375662,Moderate
01115040105,Census Tract,115,4465,3.228079034832937,Limited
01115040401,Census Tract,115,5078,2.841562794001828,Moderate
01115040402,Census Tract,115,3923,1.7660923473321162,Moderate
01083020101,Census Tract,083,4452,2.8036512850318736,Moderate
01083020202,Census Tract,083,5219,0.6966123677505363,Very Close
01083020201,Census Tract,083,5043,2.5975574534441304,Moderate
01101005407,Census Tract,101,4335,1.290374075420886,Moderate
01057020100,Census Tract,057,3499,2.6205172665017185,Moderate
01057020000,Census Tract,057,1501,3.8129592829653136,Limited
01057020400,Census Tract,057,3579,1.1687571529320282,Moderate
01057020200,Census Tract,057,4117,1.3309013931562044,Moderate
01117030215,Census Tract,117,5095,2.846509499707502,Moderate
01117030407,Census Tract,117,2126,1.8160176214192902,Moderate
01057020300,Census Tract,057,3625,4.334371327966183,Limited
01117030340,Census Tract,117,5681,2.364864991092576,Moderate
01117030341,Census Tract,117,2484,2.2516840741268407,Moderate
01117030502,Census Tract,117,3249,4.71975682620841,Limited
01117030703,Census Tract,117,3735,1.3207081174876651,Moderate
01117030406,Census Tract,117,3735,2.4143372161864716,Moderate
01009050200,Census Tract,009,3879,1.7735418134841516,Moderate
01129044200,Census Tract,129,3610,3.639242264288755,Limited
01129044100,Census Tract,129,3036,7.4316502941784455,Poor Access
01129044000,Census Tract,129,3744,3.002121765997734,Limited
01129043900,Census Tract,129,2548,1.7478553654378237,Moderate
01129044300,Census Tract,129,2450,3.6383653953141533,Limited
01089001500,Census Tract,089,5895,0.2820320886380739,Very Close
01089001700,Census Tract,089,1920,0.27871485272121854,Very Close
01089001903,Census Tract,089,2419,0.25283993044998254,Very Close
01089002000,Census Tract,089,2225,0.6784572194354407,Very Close
01047956400,Census Tract,047,2645,19.787479699252692,Poor Access
01047956600,Census Tract,047,2787,20.092390786887105,Poor Access
01083020600,Census Tract,083,4392,1.0586257473436111,Moderate
01083020700,Census Tract,083,2582,1.478974010393182,Moderate
01083020900,Census Tract,083,4293,0.6505869205915104,Very Close
01047957100,Census Tract,047,1157,17.872778129696076,Poor Access
01047957000,Census Tract,047,1080,20.307096187258967,Poor Access
01047956300,Census Tract,047,3616,22.27678706354395,Poor Access
01047956500,Census Tract,047,2883,18.552544573269465,Poor Access
01069040900,Census Tract,069,5532,9.935115928009308,Poor Access
01069040100,Census Tract,069,5916,2.084882413698588,Moderate
01069041400,Census Tract,069,3311,8.112934955823496,Poor Access
01069042000,Census Tract,069,5197,13.87961161975091,Poor Access
01069041800,Census Tract,069,2050,22.810982518469153,Poor Access
01069041700,Census Tract,069,1343,11.041167938854409,Poor Access
01069041600,Census Tract,069,5438,6.457556373127106,Poor Access
01125011401,Census Tract,125,3773,0.901716391185658,Very Close
01125011901,Census Tract,125,2833,0.2880018051705037,Very Close
01089002100,Census Tract,089,3182,0.15204650265250036,Very Close
01089002300,Census Tract,089,5509,0.329591939091714,Very Close
01089002400,Census Tract,089,5064,0.6881979243667882,Very Close
01089002501,Census Tract,089,3210,1.2239925108920733,Moderate
01089002502,Census Tract,089,3339,1.5702650085656649,Moderate
01083021000,Census Tract,083,2386,0.8818824292555172,Very Close
01083020402,Census Tract,083,5798,2.9001688268536663,Moderate
01117030211,Census Tract,117,3097,1.2862856142738606,Moderate
01117030103,Census Tract,117,1066,2.3372497324569648,Moderate
01117030900,Census Tract,117,2557,1.3922820905073483,Moderate
01117030102,Census Tract,117,3983,1.239908711686188,Moderate
01089002600,Census Tract,089,4035,0.2638762543841056,Very Close
01089002701,Census Tract,089,2730,0.636704690226586,Very Close
01089002721,Census Tract,089,4042,0.8719901479731331,Very Close
01117030408,Census Tract,117,3165,4.014965475249489,Limited
01117030345,Census Tract,117,3616,2.68984671854275,Moderate
01117030212,Census Tract,117,3607,1.4355171092662165,Moderate
01117030216,Census Tract,117,8070,1.1769203084938689,Moderate
01051030300,Census Tract,051,2766,8.635960975755133,Poor Access
01051030600,Census Tract,051,7432,11.881718980608294,Poor Access
01051030500,Census Tract,051,5272,10.00677798378501,Poor Access
01073011402,Census Tract,073,4178,3.193768909339982,Limited
01051030200,Census Tract,051,4970,7.928407840541468,Poor Access
01051031300,Census Tract,051,4157,4.135262903978023,Limited
01051031200,Census Tract,051,1781,4.430116154948407,Limited
01051031100,Census Tract,051,4267,6.751022583143387,Poor Access
01075030000,Census Tract,075,4412,10.469587092541422,Poor Access
01075030200,Census Tract,075,4009,9.589709345069357,Poor Access
01019955701,Census Tract,019,3365,2.151231803529797,Moderate
01101005609,Census Tract,101,5034,1.5392642732446244,Moderate
01015001600,Census Tract,015,3513,0.7989832503334608,Very Close
01039961600,Census Tract,039,4467,3.2369677930623855,Limited
01039962100,Census Tract,039,1798,2.954182787521075,Moderate
01039962400,Census Tract,039,3440,1.3775256164014416,Moderate
01039962600,Census Tract,039,1373,2.0930043587415526,Moderate
01039961800,Census Tract,039,3114,2.0687807651755494,Moderate
01039961900,Census Tract,039,2192,3.9555414140509977,Limited
01039962300,Census Tract,039,3315,3.06270704589673,Limited
01039963000,Census Tract,039,3448,2.7416155737687875,Moderate
01039961700,Census Tract,039,3749,4.498284105154426,Limited
01039962700,Census Tract,039,1690,1.9873187268901689,Moderate
01081041102,Census Tract,081,4000,2.169361794659625,Moderate
01081042103,Census Tract,081,2366,1.4658969118573224,Moderate
01081042008,Census Tract,081,5961,3.0252768096141223,Limited
01081041002,Census Tract,081,4218,3.0374511281260874,Limited
01081040501,Census Tract,081,6514,1.6358931539572912,Moderate
01081040607,Census Tract,081,1307,2.6162908903075213,Moderate
01081041101,Census Tract,081,2070,1.5699079614361167,Moderate
01081041702,Census Tract,081,2869,1.9699944674546503,Moderate
01081041701,Census Tract,081,3293,3.1779614825442244,Limited
01081040904,Census Tract,081,5637,1.065264631940214,Moderate
01081041001,Census Tract,081,7376,3.676841343432662,Limited
01081040502,Census Tract,081,4536,3.0707499812149814,Limited
01081041104,Census Tract,081,3084,2.3823899899433303,Moderate
01081042104,Census Tract,081,6246,2.0829894849261756,Moderate
01081040202,Census Tract,081,3084,0.9926927443758344,Very Close
01081041902,Census Tract,081,3513,3.3604094861489235,Limited
01081041803,Census Tract,081,2649,1.3779999420215505,Moderate
01081040401,Census Tract,081,3532,0.44897356346552797,Very Close
01081040605,Census Tract,081,1754,2.1731806762896464,Moderate
01081041903,Census Tract,081,3585,3.384109616985954,Limited
01081041901,Census Tract,081,2299,5.13032938215149,Poor Access
01081041802,Census Tract,081,2764,2.391079551327672,Moderate
01081041703,Census Tract,081,5114,1.7934788336212948,Moderate
01081041801,Census Tract,081,2618,4.584802700862204,Limited
01081042009,Census Tract,081,1642,2.7389941877547708,Moderate
01081040606,Census Tract,081,2855,0.6804683827031975,Very Close
01081041103,Census Tract,081,2280,1.9032420561046448,Moderate
01081040802,Census Tract,081,2132,0.5058083618474134,Very Close
01081040403,Census Tract,081,1965,1.0536605138749777,Moderate
01081040402,Census Tract,081,2055,0.6567550937127568,Very Close
01081040201,Census Tract,081,3760,0.4484452466293403,Very Close
01081042007,Census Tract,081,3123,2.62407068309279,Moderate
01081040801,Census Tract,081,2743,0.3680397381163822,Very Close
01081040903,Census Tract,081,1961,0.14232679271581325,Very Close
01095030701,Census Tract,095,3689,2.3211834795687767,Moderate
01095030401,Census Tract,095,4817,2.384137678845735,Moderate
01095030903,Census Tract,095,5980,0.5509948979881181,Very Close
01121010101,Census Tract,121,5481,1.2287841070590608,Moderate
01047956701,Census Tract,047,1899,22.144451300561776,Poor Access
01047956702,Census Tract,047,1471,20.98164994283548,Poor Access
01095030702,Census Tract,095,3993,1.7583992480954802,Moderate
01095030904,Census Tract,095,5765,1.6839001210439757,Moderate
01001020801,Census Tract,001,3143,6.09436646238895,Poor Access
01081042005,Census Tract,081,4218,0.829071510105172,Very Close
01101005606,Census Tract,101,4770,1.1616920147561243,Moderate
01025957601,Census Tract,025,934,1.7913358576551737,Moderate
01025957700,Census Tract,025,1087,5.3721838208861685,Poor Access
01021060600,Census Tract,021,3294,1.6012049840451346,Moderate
01021060101,Census Tract,021,5136,1.230543138537905,Moderate
01021060500,Census Tract,021,2995,2.368867615298144,Moderate
01021060200,Census Tract,021,2751,4.662593691483028,Limited
01021060401,Census Tract,021,5749,1.317161480496596,Moderate
01021060300,Census Tract,021,3910,3.6210421213130863,Limited
01081042002,Census Tract,081,8883,1.2626920175084062,Moderate
01081040603,Census Tract,081,1379,1.6267793403040507,Moderate
01081042101,Census Tract,081,3993,5.578466700616393,Poor Access
01089011100,Census Tract,089,865,4.557634509613186,Limited
01101005409,Census Tract,101,2325,0.5071135878320159,Very Close
01101005607,Census Tract,101,5640,1.2629350103089039,Moderate
01089010704,Census Tract,089,6164,2.0192526493479996,Moderate
01089011026,Census Tract,089,3835,1.01379454163231,Moderate
01089010503,Census Tract,089,6342,1.206288235530788,Moderate
01089010102,Census Tract,089,5486,0.9979213565090932,Very Close
01089010631,Census Tract,089,4782,1.4141957008772124,Moderate
01089010630,Census Tract,089,3195,0.7082993649031857,Very Close
01089010904,Census Tract,089,4628,2.7255239068002077,Moderate
01089001404,Census Tract,089,3077,0.9845127242329518,Very Close
01089002804,Census Tract,089,2720,0.5417328023150114,Very Close
01089002924,Census Tract,089,3075,1.835241384322447,Moderate
01089010101,Census Tract,089,4975,2.2571356126935305,Moderate
01089010405,Census Tract,089,3673,1.0275669301311492,Moderate
01089011023,Census Tract,089,6113,0.6974271719500408,Very Close
01089010802,Census Tract,089,5526,2.244847373548866,Moderate
01089010905,Census Tract,089,8213,2.64948466974321,Moderate
01089000203,Census Tract,089,5584,1.6802691076393212,Moderate
01089010903,Census Tract,089,6582,1.6153304719818735,Moderate
01089010628,Census Tract,089,3341,0.8419607366916708,Very Close
01089010703,Census Tract,089,4658,1.5157972811254123,Moderate
01089011027,Census Tract,089,3105,0.820687117428559,Very Close
01089001403,Census Tract,089,2653,1.3186006514485389,Moderate
01075030101,Census Tract,075,3340,4.020571527343067,Limited
01075030102,Census Tract,075,2211,10.29667446796257,Poor Access
01089000902,Census Tract,089,2023,1.2182432027460808,Moderate
01089001000,Census Tract,089,2978,0.39459819662995055,Very Close
01031011204,Census Tract,031,4116,3.651125482088163,Limited
01031011205,Census Tract,031,4206,2.453944431608365,Moderate
01031011203,Census Tract,031,5259,2.7526120477449845,Moderate
01031011206,Census Tract,031,4877,2.0849231328280617,Moderate
01007010006,Census Tract,007,1728,6.528080188497779,Poor Access
01007010011,Census Tract,007,3253,6.218670648555765,Poor Access
01007010007,Census Tract,007,2376,11.190039233984868,Poor Access
01007010005,Census Tract,007,4204,7.162773422600475,Poor Access
01007010008,Census Tract,007,2770,10.197193706128386,Poor Access
01007010009,Census Tract,007,2475,13.103784854037231,Poor Access
01007010010,Census Tract,007,2853,10.28916752849711,Poor Access
01089001200,Census Tract,089,2887,0.524984617286718,Very Close
01089010303,Census Tract,089,3571,2.194105303278501,Moderate
01089010629,Census Tract,089,5136,0.4037690874153377,Very Close
01089002923,Census Tract,089,3578,0.7131010212642065,Very Close
01089010627,Census Tract,089,4502,0.8349877425809695,Very Close
01089010403,Census Tract,089,3096,2.4664380156043078,Moderate
01089011024,Census Tract,089,4809,0.49024565581474056,Very Close
01089011302,Census Tract,089,5111,3.623334902089331,Limited
01089010706,Census Tract,089,4794,1.4463652226606885,Moderate
01089002803,Census Tract,089,5257,1.3846181386502954,Moderate
01089011202,Census Tract,089,4837,2.6764646980406783,Moderate
01089011203,Census Tract,089,5480,2.4637503480231966,Moderate
01089010504,Census Tract,089,7570,1.2246078445270692,Moderate
01011952202,Census Tract,011,4341,1.7451558475773856,Moderate
01011952201,Census Tract,011,2423,5.076161399323691,Poor Access
01021060701,Census Tract,021,2552,1.0514411131826584,Moderate
01021060702,Census Tract,021,2634,1.7373801803274191,Moderate
01021060403,Census Tract,021,3818,2.7965477140724464,Moderate
01021060404,Census Tract,021,5517,3.0638755932907062,Limited
01021060103,Census Tract,021,3310,3.223124937037151,Limited
01021060104,Census Tract,021,3348,1.3094411938962658,Moderate
01069040700,Census Tract,069,2638,7.964120651746887,Poor Access
01069041000,Census Tract,069,5071,9.800946238853589,Poor Access
01069041100,Census Tract,069,3674,8.213767823799905,Poor Access
01069041200,Census Tract,069,2294,9.184819556770641,Poor Access
01069041500,Census Tract,069,4184,5.611272155310596,Poor Access
01069042100,Census Tract,069,8390,6.6686062379075075,Poor Access
01055010505,Census Tract,055,2817,3.2657808540627635,Limited
01055010202,Census Tract,055,2563,0.6364859095379052,Very Close
01055010504,Census Tract,055,4746,2.9025086493133556,Moderate
01055010503,Census Tract,055,4360,3.4515086467039233,Limited
01055010506,Census Tract,055,2344,2.5359205774822713,Moderate
01133965602,Census Tract,133,3128,3.246840121192152,Limited
01133965601,Census Tract,133,2077,4.618159849208581,Limited
01071950901,Census Tract,071,1692,5.44731220193897,Poor Access
01071950902,Census Tract,071,4462,3.423844750731793,Limited
01071950302,Census Tract,071,3089,1.6338235862653798,Moderate
01071951102,Census Tract,071,2876,1.8388026327916926,Moderate
01071950602,Census Tract,071,2451,2.767664802838919,Moderate
01071950101,Census Tract,071,2882,0.4948999387428279,Very Close
01071951101,Census Tract,071,4295,0.5433530881581601,Very Close
01071950102,Census Tract,071,3194,2.673650666103375,Moderate
01095030803,Census Tract,095,2377,2.1993391612996356,Moderate
01095030804,Census Tract,095,5732,2.2981154417793292,Moderate
01095030204,Census Tract,095,1823,1.0053425942839052,Moderate
01095030102,Census Tract,095,1397,1.2786096403060891,Moderate
01095030206,Census Tract,095,3732,4.164161418907243,Limited
01095030101,Census Tract,095,1489,1.210362828035209,Moderate
01095030302,Census Tract,095,4363,1.2581561200619766,Moderate
01095030601,Census Tract,095,2927,1.7431872903213312,Moderate
01095030602,Census Tract,095,4015,3.338988953316722,Limited
01095030502,Census Tract,095,4868,3.7870451412706228,Limited
01095030301,Census Tract,095,2175,1.357868359633208,Moderate
01089000301,Census Tract,089,3965,0.4449778348687792,Very Close
01089000302,Census Tract,089,3580,0.5656281513099913,Very Close
01089002200,Census Tract,089,2161,1.0519994461899171,Moderate
01089002722,Census Tract,089,3129,1.1023668313147377,Moderate
01065040401,Census Tract,065,3153,13.237450222512521,Poor Access
01065040402,Census Tract,065,1559,17.899714310534055,Poor Access
01089002911,Census Tract,089,4489,0.5740193044471357,Very Close
01013952800,Census Tract,013,1411,0.9442230202167236,Very Close
01089000501,Census Tract,089,1909,0.8102836972650463,Very Close
01089000502,Census Tract,089,2291,0.3026414752014187,Very Close
01089000503,Census Tract,089,1767,0.35597573718868863,Very Close
01089000601,Census Tract,089,1531,0.6752482051894233,Very Close
01089000701,Census Tract,089,3167,0.13889398794819893,Very Close
01049960601,Census Tract,049,1547,6.024720333987076,Poor Access
01049960401,Census Tract,049,1289,5.840542953318552,Poor Access
01049960703,Census Tract,049,5153,5.147658645142529,Poor Access
01049960301,Census Tract,049,956,6.167334953978708,Poor Access
01033020704,Census Tract,033,4727,0.6630770148560466,Very Close
01091973001,Census Tract,091,1338,6.771210514259289,Poor Access
01091972901,Census Tract,091,1619,1.96927295240266,Moderate
01091973002,Census Tract,091,2829,1.9059320947087752,Moderate
01091972902,Census Tract,091,3344,2.729954206562065,Moderate
01047956101,Census Tract,047,3889,16.642585552648374,Poor Access
01047956102,Census Tract,047,2639,13.130263099825005,Poor Access
01047957302,Census Tract,047,1154,9.823079471976017,Poor Access
01047957301,Census Tract,047,2284,16.238717663067135,Poor Access
01033020703,Census Tract,033,6796,0.1754329581188589,Very Close
01097006501,Census Tract,097,5349,2.5006056568852784,Moderate
01097006702,Census Tract,097,3772,0.03499058775924257,Very Close
01097006407,Census Tract,097,6959,2.7473491760091227,Moderate
01097007201,Census Tract,097,2855,1.9865593311024659,Moderate
01097007700,Census Tract,097,1154,0.5220446557487743,Very Close
01097007400,Census Tract,097,2878,0.8173721058809632,Very Close
01033020902,Census Tract,033,3712,2.2544059454264618,Moderate
01033020901,Census Tract,033,4287,1.9847531102222744,Moderate
01023956700,Census Tract,023,2783,11.059120364596765,Poor Access
01043964800,Census Tract,043,4638,1.192727869659709,Moderate
01107050401,Census Tract,107,2007,16.669956979898892,Poor Access
01107050402,Census Tract,107,2783,12.929578545134774,Poor Access
01099076102,Census Tract,099,4114,0.7957490912420834,Very Close
01099075901,Census Tract,099,3170,1.3855633915265024,Moderate
01099076101,Census Tract,099,1589,4.41616061854051,Limited
01099075902,Census Tract,099,2669,0.3996202359027524,Very Close
01131034801,Census Tract,131,2155,12.717075921901664,Poor Access
01131034802,Census Tract,131,2591,13.015379601122106,Poor Access
01089000702,Census Tract,089,2765,0.6766181564528884,Very Close
01087232100,Census Tract,087,1553,1.903425048069633,Moderate
01013953200,Census Tract,013,3987,2.5976823988216937,Moderate
01013953500,Census Tract,013,1319,1.7945073523580506,Moderate
01013953000,Census Tract,013,1230,3.0158654081441725,Limited
01013953300,Census Tract,013,1712,2.5892950497095395,Moderate
01013952700,Census Tract,013,2515,4.073773032109486,Limited
01013953100,Census Tract,013,2526,1.942850804148243,Moderate
01013953400,Census Tract,013,2392,5.897594954691309,Poor Access
01013952900,Census Tract,013,1959,3.3296362955851784,Limited
01027958900,Census Tract,027,5629,3.4383177583707223,Limited
01027959200,Census Tract,027,2462,5.1682461997621285,Poor Access
01027959100,Census Tract,027,2940,1.8296795163941988,Moderate
01097000500,Census Tract,097,1487,0.5224288565397366,Very Close
01097003301,Census Tract,097,2871,1.1686775743637614,Moderate
01097006402,Census Tract,097,4870,2.2643474557604892,Moderate
01097007102,Census Tract,097,3201,1.5700676068525878,Moderate
01073002100,Census Tract,073,2986,0.6935062278772548,Very Close
01111000300,Census Tract,111,4090,2.2440230594271195,Moderate
01111000400,Census Tract,111,4286,2.3410979644199847,Moderate
01111000500,Census Tract,111,4467,3.7429248812050386,Limited
01097002301,Census Tract,097,1897,1.0660469024226493,Moderate
01117030314,Census Tract,117,3266,0.5313729299583801,Very Close
01117030317,Census Tract,117,4111,1.6305588530693789,Moderate
01117030319,Census Tract,117,2480,0.9661594470097847,Very Close
01081040300,Census Tract,081,2576,0.14276080379867861,Very Close
01097002302,Census Tract,097,1584,0.6485614081715861,Very Close
01097006902,Census Tract,097,4131,0.4276042428921611,Very Close
01081040700,Census Tract,081,5173,1.1836677417610566,Moderate
01081041300,Census Tract,081,3353,0.8077966931988119,Very Close
01097002502,Census Tract,097,2542,0.7626476201853812,Very Close
01097005300,Census Tract,097,2259,1.121613400077773,Moderate
01097006000,Census Tract,097,5016,1.6687131337504986,Moderate
01097006103,Census Tract,097,4800,2.6913367591453086,Moderate
01097006802,Census Tract,097,3112,0.8591159309419119,Very Close
01097007000,Census Tract,097,4621,2.077773874280751,Moderate
01097000200,Census Tract,097,1247,0.8522815213531678,Very Close
01097000401,Census Tract,097,1177,0.8415997985852713,Very Close
01097000402,Census Tract,097,872,1.2639623812865128,Moderate
01097000600,Census Tract,097,1512,0.5978114975443066,Very Close
01097005400,Census Tract,097,4733,0.4076854727373504,Very Close
