walking_dist,walkability_score,euclidean_dist,driving_dist,walking_osrm,pct_black,pct_poverty,pct_no_vehicle,pct_bachelors,median_income,vulnerability_index
1.154510544695341,64.89589905362776,1.2028479814944746,1.2882299576223792,1.1689885294592814,48.35630965005302,31.038374717832955,0,42.99191374663073,56750,-0.15062481098759678
1.0979656256602086,64.96465043205028,0.95878808168873,1.1199000832639467,1.086780916400512,66.83199008059516,24.37810945273632,0,3.4712950600801067,45420,-0.06465677750891319
0.794114357438453,73.50649350649351,0.7124461916489327,0.7997067120683014,0.7947357301751029,66.83199008059516,24.37810945273632,0,3.4712950600801067,45420,-0.06465677750891319
0.9183889047684144,40,0.573135282773938,0.900555507226565,0.8914834652714778,68.12539448769198,40.13113271535157,1.0423452768729642,4.180064308681672,40528,0.4074715279883105
0.7673953297625113,40,0.5425909639459475,0.7191146681248214,0.7191146681248214,68.12539448769198,40.13113271535157,1.0423452768729642,4.180064308681672,40528,0.4074715279883105
0.5120111349994408,40,0.3305501887056021,0.4638547479090807,0.4638547479090807,68.12539448769198,40.13113271535157,1.0423452768729642,4.180064308681672,40528,0.4074715279883105
0.3429977506306933,50,0.1831916833222144,0.2951520499086582,0.2951520499086582,68.12539448769198,40.13113271535157,1.0423452768729642,4.180064308681672,40528,0.4074715279883105
0.154100438689152,50,0.143923648333343,0.0789143375545254,0.0789143375545254,68.12539448769198,40.13113271535157,1.0423452768729642,4.180064308681672,40528,0.4074715279883105
0.3790373693563821,82.85714285714286,0.5497527283909677,0.4034573179067195,0.3901599413424136,68.12539448769198,40.13113271535157,1.0423452768729642,4.180064308681672,40528,0.4074715279883105
0.3628816782034871,82.38532110091742,0.3460658009021353,0.3632545018454771,0.3646836591397716,68.12539448769198,40.13113271535157,1.0423452768729642,4.180064308681672,40528,0.4074715279883105
0.6903451104179353,72.22222222222223,0.4602192619437676,0.8433270781811179,0.6963724259634385,21.027231988969323,19.47604274388142,0.9433962264150944,17.76,39082,-0.6466014616634362
0.6275864640163048,72.5136612021858,0.5257726612734186,0.6512607652826624,0.6445499397268446,21.027231988969323,19.47604274388142,0.9433962264150944,17.76,39082,-0.6466014616634362
0.4368250338648142,83.125,0.3194226227699517,0.4538506468490189,0.4555283532379733,21.027231988969323,19.47604274388142,0.9433962264150944,17.76,39082,-0.6466014616634362
0.2653261585494675,82.64957264957265,0.2346370541325671,0.2677495122224017,0.2677495122224017,90.83541147132168,47.34721289456011,2.3047375160051216,12.360688956433636,24090,0.9847579070923664
0.5604782084581257,72.9607250755287,0.5334221777597792,0.5608510321001157,0.5608510321001157,90.83541147132168,47.34721289456011,2.3047375160051216,12.360688956433636,24090,0.9847579070923664
0.3784159966197323,82.22222222222223,0.3407776776154387,0.3781053102514074,0.3781053102514074,52.35562310030395,62.02435312024354,6.882022471910113,18.435754189944134,30000,1.3099510868430884
0.7667739570258616,75.97222222222223,0.6906789638211903,0.7895161991872445,0.7469521667267327,52.35562310030395,62.02435312024354,6.882022471910113,18.435754189944134,30000,1.3099510868430884
0.3933289422993277,80.19900497512438,0.3855842612585214,0.395441609603937,0.3255993140044987,16.59249841068023,3.958090803259604,0,13.998170173833484,127538,-1.1424849245142694
1.045148943044975,60.16901408450704,0.678114282887897,1.0431605502876955,0.791193905576199,16.59249841068023,3.958090803259604,0,13.998170173833484,127538,-1.1424849245142694
1.244609591509563,60.48526863084922,1.1147568830058354,1.2585283408105188,2.0275392396883194,83.42361863488624,44.95614035087719,2.756892230576441,3.385049365303244,35176,0.8874277035745872
1.4645755402835945,61.264367816091955,0.7659034218793284,1.488622665191942,1.4488548100463543,83.42361863488624,44.95614035087719,2.756892230576441,3.385049365303244,35176,0.8874277035745872
0.7680167024991612,71.51624548736461,0.6463743454454417,0.7696322716144506,0.7696322716144506,95.82811848143513,30.67190226876091,2.9561671763506627,10.707911957168353,27948,0.7513746633129617
0.7319770837734724,72.61780104712042,0.4014151729189057,0.8567487292927536,0.7947978674487678,95.82811848143513,30.67190226876091,2.9561671763506627,10.707911957168353,27948,0.7513746633129617
